Раздел A;;ПРОДУКЦИЯ СЕЛЬСКОГО ХОЗЯЙСТВА, ОХОТЫ И ЛЕСНОГО ХОЗЯЙСТВА;
Подраздел AА;;ПРОДУКЦИЯ СЕЛЬСКОГО ХОЗЯЙСТВА, ОХОТЫ И ЛЕСНОГО ХОЗЯЙСТВА;
11.10.110;Тысяча тонн;Добытая малосернистая нефть;G
11.10.120;Тысяча тонн;Добытая сернистая нефть;G
11.10.130;Тысяча тонн;Добытая высокосернистая нефть;G
11.10.140;Тысяча тонн;Нефть, направленная на обезвоживание, обессоливание и стабилизацию;G
11.10.150;Тысяча тонн;Нефть, обезвоженная и обессоленная на нефтепромыслах;G
11.10.160;Тонна;Нефть, обезвоженная и обессоленная на газоперерабатывающих заводах;G
11.10.170;Тысяча тонн;Нефть, стабилизированная на нефтепромыслах;G
11.10.180;Тонна;Нефть, стабилизированная на газоперерабатывающих заводах;G
11.10.210;Тысяча тонн;Нефть, используемая для получения нефтепродуктов;G
11.10.220;Тысяча тонн;Нефть, поставляемая в счет моторного топлива;G
11.10.230;Тысяча тонн;Нефть, поставляемая в счет топочного мазута;G
11.10.240;Тысяча тонн;Нефть, поставляемая в счет нефтебитума;G
11.10.250;Тонна;Нефть, поставляемая на нефтепереработку;G
11.10.260;Тысяча кубических метров;Газовый конденсат;G
11.10.310;Тысяча кубических метров;Природный горючий газ (естественный газ) в газообразном состоянии;G
11.10.320;Тонна;Сжиженный природный газ;G
11.10.410;;Услуги по сжижению природного газа;S
11.10.420;;Услуги по регазификации природного газа;S
11.10.510;Тонна;Горючие (битуминозные) сланцы;G
11.10.520;Тонна;Битуминозные песчаники;G
11.10.990;;Прочие виды товаров и услуг, относящиеся к группировке 11.10.000;
11.10.991;;Прочие виды товаров, относящиеся к группировке 11.10.000;G
11.10.992;;Прочие виды услуг, относящиеся к группировке 11.10.000;S
11.2;;Услуги, связанные с добычей нефти и газа, кроме геологоразведочных работ;
11.20.000;;Услуги, связанные с добычей нефти и газа, кроме геологоразведочных работ;
11.20.110;;Услуги по бурению, связанные с добычей нефти и газа;S
11.20.120;;Услуги по монтажу буровых вышек;S
11.20.130;;Услуги по ремонту и демонтажу буровых вышек;S
11.20.140;;Услуги по цементированию обсадных труб;S
11.20.150;;Услуги по откачке скважин;S
11.20.160;;Услуги по заглушке и консервации скважин;S
11.20.170;;Специальные услуги по тушению пожаров;S
11.20.180;;Услуги по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП);S
11.20.990;;Прочие виды услуг, относящиеся к группировке 11.20.000;S
12;;Урановые и ториевые руды;
12.0;;Урановые и ториевые руды;
12.00.000;;Урановые и ториевые руды;
12.00.110;Тонна;Урановые руды и концентраты;G
12.00.120;Тонна;Ториевые руды и концентраты;G
12.00.990;Тонна;Прочие виды товаров, относящиеся к группировке 12.00.000;G
Подраздел CB;;МЕТАЛЛИЧЕСКИЕ РУДЫ И ПРОЧАЯ ПРОДУКЦИЯ ГОРНОДОБЫВАЮЩИХ ПРОИЗВОДСТВ;
13;;Металлические руды;
13.1;;Железные руды;
13.10.000;;Железные руды;
13.10.110;Тонна;Неагломерированные товарные железные руды и железорудные концентраты;G
13.10.120;Тонна;Агломерированные железные руды и железорудные концентраты;G
13.10.990;Тонна;Прочие виды товаров, относящиеся к группировке 13.10.000;G
13.2;;Руды цветных металлов, кроме урановых и ториевых руд;
13.20.000;;Руды цветных металлов, кроме урановых и ториевых руд;
13.20.110;Тонна;Медные руды;G
13.20.120;Тонна;Медный колчедан;G
13.20.130;Тонна;Прочие медно-цинковые руды;G
13.20.140;Тонна;Медные концентраты;G
13.20.150;Тонна;Никелевые руды;G
13.20.160;Тонна;Никелевые концентраты;G
13.20.170;Тонна;Бокситы;G
13.20.180;Тонна;Гидрат окиси алюминия (в пересчете на глинозем);G
13.20.210;Тонна;Серебряные руды и концентраты;G
13.20.220;Тонна;Золотосодержащие руды и концентраты;G
13.20.230;Тонна;Руды и концентраты металлов платиновой группы;G
13.20.310;Тонна;Свинцовые руды и концентраты;G
13.20.320;Тонна;Цинковые руды и концентраты;G
13.20.330;Тонна;Оловянные руды и концентраты;G
13.20.410;Тонна;Марганцевые руды и концентраты;G
13.20.420;Тонна;Хромовые (хромитовые) руды и концентраты;G
13.20.430;Тонна;Кобальтовые руды и концентраты;G
13.20.440;Тонна;Вольфрамовые руды и концентраты;G
13.20.450;Тонна;Молибденовые руды и концентраты;G
13.20.460;Тонна;Титановые руды и концентраты;G
13.20.470;Тонна;Ванадиевые руды и концентраты;G
13.20.480;Тонна;Циркониевые руды и концентраты;G
13.20.510;Тонна;Ниобиевые и танталовые руды и концентраты;G
13.20.520;Тонна;Сурьмяные руды и концентраты;G
13.20.990;Тонна;Прочие виды товаров, относящиеся к группировке 13.20.000;G
14;;Прочая продукция горнодобывающих производств;
14.1;;Камень;
14.11.000;;Камень для памятников и строительства;
14.11.110;Кубический метр;Мрамор и травертин (известковый туф);G
14.11.120;Кубический метр;"Экаусин и прочий известняковый камень (известняк) для памятников или строительства; алебастр";G
14.11.130;Кубический метр;Гранит;G
14.11.140;Кубический метр;Песчаник;G
14.11.990;Кубический метр;Прочие виды товаров, относящиеся к группировке 14.11.000;G
14.12.000;;Известняк, гипс и мел;
14.12.110;Кубический метр;Известняк (кроме известнякового камня для строительства и памятников и известнякового заполнителя);G
14.12.120;Тонна;Гипс, ангидрит;G
14.12.130;Тонна;Природный мел;G
14.12.140;Кубический метр;Доломит;G
14.12.990;Кубический метр;Прочие виды товаров, относящиеся к группировке 14.12.000;G
14.13.000;;Сланцы;
14.13.110;Кубический метр;Необработанные или грубо раздробленные сланцы;G
14.13.120;Кубический метр;Сланцы, распиленные или разделенные другим способом на блоки или плиты прямоугольной формы;G
14.13.990;Кубический метр;Прочие виды товаров, относящиеся к группировке 14.13.000;G
14.2;;Гравий, песок и глина;
14.21.000;;Гравий и песок;
14.21.110;Кубический метр;Кремнистые и кварцевые пески;G
14.21.130;Тысяча кубических метров;Галька, гравий, щебень;G
14.21.140;Кубический метр;Дробленые известняк, доломит и прочие известняковые камни, обычно используемые в качестве заполнителей бетона, для дорожных покрытий и других строительных целей;G
14.21.160;Кубический метр;Каменные гранулы, крошка и порошок;G
14.21.170;Кубический метр;Макадам из шлака, дросса или аналогичных промышленных отходов;G
14.21.180;Кубический метр;Гудронированный макадам;G
14.21.990;Кубический метр;Прочие виды товаров, относящиеся к группировке 14.21.000;G
14.22.000;;Глины и каолин;
14.22.110;Тонна;Каолин;G
14.22.120;Тонна;Прочие каолиновые глины;G
14.22.130;Тонна;Отходы производства каолина;G
14.22.140;Тонна;Бентониты (бентонитовые глины);G
14.22.150;Тонна;Огнеупорные глины;G
14.22.160;Тонна;Тугоплавкие глины;G
14.22.170;Тонна;Легкоплавкие глины;G
14.22.180;Тонна;Обесцвечивающие земли и фуллерова земля (отбеливающая глина типа флоридина);G
14.22.210;Тонна;Порошки из глины;G
14.22.230;Тонна;Андалузит, кианит, силлиманит;G
14.22.240;Тонна;Муллит;G
14.22.250;Тонна;Шамотные и динасовые земли;G
14.22.990;Тонна;Прочие виды товаров, относящиеся к группировке 14.22.000;G
14.3;;Минеральное сырье для химических производств и производства удобрений;
14.30.000;;Минеральное сырье для химических производств и производства удобрений;
14.30.110;Тонна;Природные фосфаты и алюмофосфаты кальция и фосфатный мел;G
14.30.120;Тонна;Карналлит, сильвинит и прочие природные калийные соли;G
14.30.130;Тонна;Необожженные пириты (необожженный серный колчедан);G
14.30.140;Тонна;Сырая или нерафинированная сера;G
14.30.210;Тонна;Природный сульфат бария (барит);G
14.30.220;Тонна;Природный карбонат бария (витерит);G
14.30.230;Тонна;"Природные бораты и их концентраты (кальцинированные или некальцинированные); природная борная кислота";G
14.30.240;Тонна;Плавиковый шпат (флюорит);G
14.30.250;Тонна;Природные сульфаты магния;G
14.30.260;Тонна;Сепиолит;G
14.30.270;Тонна;Янтарь;G
14.30.280;Тонна;Гагат (черный янтарь);G
14.30.310;Тонна;"Природные минеральные пигменты (земляные пигменты); природные слюдистые оксиды железа";G
14.30.320;Тонна;Алуниты;G
14.30.330;Тонна;Руды и концентраты стронция;G
14.30.340;Тонна;Руды и концентраты редкоземельных металлов;G
14.30.350;Тонна;Теллуровые концентраты;G
14.30.360;Тонна;Мышьяковые руды (природные сульфиды мышьяка);G
14.30.370;Тонна;Природные цеолиты;G
14.30.380;Тонна;Андезиты;G
14.30.410;Тонна;Пуццоланы, трасс и подобные грунты (земли);G
14.30.420;Тонна;Мергель;G
14.30.430;Тонна;Сапропель;G
14.30.440;Тонна;Исландский шпат и арагонит;G
14.30.450;Тонна;Лепидолит;G
14.30.460;Тонна;Талькомагнезит;G
14.30.470;Тонна;Кварцполевошпатовые материалы (пегматит);G
14.30.480;Тонна;Волластонит;G
14.30.510;Тонна;Диопсид;G
14.30.520;Тонна;Гумбрины;G
14.30.530;Тонна;Минеральные концентраты, не включенные в другие группировки;G
14.30.990;Тонна;Прочие виды товаров, относящиеся к группировке 14.30.000;G
14.4;;Соль;
14.40.000;;Соль;
14.40.110;Тонна;Морская вода и солевые растворы;G
14.40.120;Тонна;Глыбовая соль;G
14.40.130;Тонна;Соль дробленка;G
14.40.140;Тонна;Выварочная соль;G
14.40.150;Тонна;Морская соль (полученная выпариванием на солнце);G
14.40.160;Тонна;Молотая соль;G
14.40.170;Тонна;Хлорид натрия (соль), используемый как сырье для производства химических веществ;G
14.40.180;Тонна;Денатурированная соль, соль для промышленных целей;G
14.40.210;Тонна;Соль для животноводства (кормовая соль);G
14.40.990;Тонна;Прочие виды товаров, относящиеся к группировке 14.40.000;G
14.5;;Прочая продукция горнодобывающих производств, не включенная в другие группировки;
14.50.000;;Прочая продукция горнодобывающих производств, не включенная в другие группировки;
14.50.110;Тонна;Природные битумы и асфальты;G
14.50.120;Тонна;Асфальтиты и асфальтные породы;G
14.50.130;Тонна;Природный озокерит;G
14.50.140;Тонна;Несортированные природные алмазы;G
14.50.150;Тонна;Необработанные, распиленные, расколотые или грубо обработанные природные алмазы, кроме технических;G
14.50.160;Тонна;Необработанные, распиленные, расколотые или грубо обработанные природные рубины;G
14.50.170;Тонна;Необработанные, распиленные, расколотые или грубо обработанные природные сапфиры;G
14.50.180;Тонна;Необработанные, распиленные, расколотые или грубо обработанные природные изумруды;G
14.50.210;Тонна;Природный пьезокварц;G
14.50.230;Тонна;Технические природные алмазы, необработанные, распиленные, расколотые или грубо обработанные;G
14.50.240;Тонна;Пемза;G
14.50.250;Тонна;Наждак, природный корунд, природный гранат и прочие природные абразивы;G
14.50.310;Тонна;Природный графит;G
14.50.320;Тонна;Кварц, кварцит;G
14.50.330;Тонна;Трепел, диатомит, кизельгур и аналогичные инфузорные кремнистые земли;G
14.50.340;Тонна;Природный карбонат магния (магнезит), магнезия и прочие оксиды магния;G
14.50.350;Тонна;Асбест;G
14.50.360;Тонна;Необработанная слюда и слюда, расщепленная на пластины и чешуйки;G
14.50.370;Тонна;Порошок слюды;G
14.50.380;Тонна;Отходы производства слюды;G
14.50.410;Тонна;Тальк, природный стеатит;G
14.50.420;Тонна;Полевые шпаты (полевошпатовые материалы);G
14.50.430;Тонна;Лейцит, нефелин, нефелиновый сиенит;G
14.50.440;Тонна;Перлит (сырье перлитовое);G
14.50.450;Тонна;Вермикулит;G
14.50.460;Тонна;Хлорит;G
14.50.990;Тонна;Прочие виды товаров, относящиеся к группировке 14.50.000;G
Раздел D;;ПРОДУКЦИЯ ОБРАБАТЫВАЮЩИХ ПРОИЗВОДСТВ;
Подраздел DA;;ПИЩЕВЫЕ ПРОДУКТЫ, НАПИТКИ И ТАБАЧНЫЕ ИЗДЕЛИЯ;
15;;Пищевые продукты и напитки;
15.1;;Мясо, мясные продукты и другая продукция переработки животных;
15.11.000;;Свежее и консервированное мясо, кроме мяса птицы;
15.11.110;;Свежее или охлажденное мясо крупного рогатого скота: туши и полутуши;
15.11.111;Тонна;Свежая или охлажденная говядина: туши и полутуши;G
15.11.112;Тонна;Свежая или охлажденная телятина: туши и полутуши;G
15.11.120;Тонна;"Свежее или охлажденное мясо крупного рогатого скота: необваленные ""компенсированные"" четвертины";G
15.11.130;Тонна;Свежее или охлажденное мясо крупного рогатого скота: необваленные передние четвертины (неразделанные или разделанные);G
15.11.140;Тонна;Свежее или охлажденное мясо крупного рогатого скота: необваленные задние четвертины (неразделанные или разделанные);G
15.11.150;Тонна;Свежее или охлажденное мясо крупного рогатого скота: прочие необваленные отруба;G
15.11.160;Тонна;Свежее или охлажденное мясо крупного рогатого скота: обваленные отруба;G
15.11.170;Тонна;Свежее или охлажденное мясо диких жвачных животных;G
15.11.180;Тонна;Мороженое мясо крупного рогатого скота: туши и полутуши;G
15.11.210;Тонна;"Мороженое мясо крупного рогатого скота: необваленные ""компенсированные"" четвертины";G
15.11.220;Тонна;Мороженое мясо крупного рогатого скота: необваленные передние четвертины (неразделанные или разделанные);G
15.11.230;Тонна;Мороженое мясо крупного рогатого скота: необваленные задние четвертины (неразделанные или разделанные);G
15.11.240;Тонна;Мороженое мясо крупного рогатого скота: прочие необваленные отруба;G
15.11.250;Тонна;Мороженое мясо крупного рогатого скота: обваленные отруба;G
15.11.260;Тонна;Мороженое мясо диких жвачных животных;G
15.11.270;Тонна;Свежая или охлажденная свинина: туши и полутуши домашних свиней;G
15.11.280;Тонна;Свежая или охлажденная свинина: туши и полутуши диких свиней;G
15.11.310;Тонна;Свежая или охлажденная свинина: необваленные окорока, лопатки (передние окорока) и отруба из них домашних свиней;G
15.11.320;Тонна;Свежая или охлажденная свинина: необваленные окорока, лопатки (передние окорока) и отруба из них диких свиней;G
15.11.330;Тонна;Свежее или охлажденное мясо домашних свиней: обваленное;G
15.11.340;Тонна;Свежее или охлажденное мясо диких свиней: обваленное;G
15.11.350;Тонна;Свежее или охлажденное мясо поросят;G
15.11.360;Тонна;Мороженая свинина: туши и полутуши домашних свиней;G
15.11.370;Тонна;Мороженая свинина: туши и полутуши диких свиней;G
15.11.380;Тонна;Мороженая свинина: необваленные окорока, лопатки (передние окорока) и отруба из них домашних свиней;G
15.11.410;Тонна;Мороженая свинина: необваленные окорока, лопатки (передние окорока) и отруба из них диких свиней;G
15.11.420;Тонна;Мороженое мясо домашних свиней: обваленное;G
15.11.430;Тонна;Мороженое мясо диких свиней: обваленное;G
15.11.440;Тонна;Мороженое мясо поросят;G
15.11.450;Тонна;Свежая или охлажденная баранина: туши и полутуши;G
15.11.460;Тонна;Свежая или охлажденная баранина: необваленные отруба;G
15.11.470;Тонна;Свежая или охлажденная баранина: обваленные отруба;G
15.11.480;Тонна;Мороженая баранина: туши, полутуши;G
15.11.510;Тонна;Мороженая баранина: необваленные отруба;G
15.11.520;Тонна;Мороженая баранина: обваленные отруба;G
15.11.530;Тонна;Свежая или охлажденная козлятина: туши и полутуши;G
15.11.540;Тонна;Свежая или охлажденная козлятина: необваленные отруба;G
15.11.550;Тонна;Свежая или охлажденная козлятина: обваленные отруба;G
15.11.560;Тонна;Мороженая козлятина: туши и полутуши;G
15.11.570;Тонна;Мороженая козлятина: необваленные отруба;G
15.11.580;Тонна;Мороженая козлятина: обваленные отруба;G
15.11.610;Тонна;Свежая или охлажденная конина;G
15.11.620;Тонна;Мороженая конина;G
15.11.630;Тонна;Мясо ослов, мулов, лошаков;G
15.11.640;Тонна;Свежие или охлажденные пищевые субпродукты крупного рогатого скота;G
15.11.650;Тонна;Мороженые пищевые субпродукты крупного рогатого скота;G
15.11.660;Тонна;Свежие или охлажденные пищевые субпродукты свиней;G
15.11.670;Тонна;Мороженые пищевые субпродукты свиней;G
15.11.680;Тонна;Свежие или охлажденные пищевые субпродукты овец и коз;G
15.11.710;Тонна;Мороженые пищевые субпродукты овец и коз;G
15.11.720;Тонна;Свежие или охлажденные пищевые субпродукты лошадей, ослов, мулов и лошаков;G
15.11.730;Тонна;Мороженые пищевые субпродукты лошадей, ослов, мулов и лошаков;G
15.11.740;Тонна;Щипаная шерсть;G
15.11.750;Тонна;Целые cырые шкуры и кожи крупного рогатого скота, парные;G
15.11.760;Тонна;Сырые шкуры и кожи крупного рогатого скота, законсервированные для временного хранения путем пикеливания, соления, золения или другим методом;G
15.11.770;Тонна;Целые cырые шкуры и кожи животных семейства лошадиных, парные;G
15.11.780;Тонна;Целые сырые шкуры и кожи животных семейства лошадиных, законсервированные для временного хранения путем пикеливания, соления, золения или другим методом;G
15.11.810;Тонна;Прочие cырые шкуры и кожи крупного рогатого скота;G
15.11.820;Тонна;Прочие cырые шкуры и кожи животных семейства лошадиных;G
15.11.830;Тонна;Сырые шкуры и кожи овец и ягнят с шерстным покровом, парные;G
15.11.840;Тонна;Сырые шкуры и кожи овец и ягнят без шерстного покрова, парные;G
15.11.850;Тонна;Сырые шкуры и кожи овец и ягнят, законсервированные для временного хранения;G
15.11.860;Тонна;Сырые шкуры и кожи коз и козлят, парные;G
15.11.870;Тонна;Сырые шкуры и кожи коз и козлят, законсервированные для временного хранения;G
15.11.880;;Жиры крупного рогатого скота, овец, коз и свиней;
15.11.881;Тонна;Жиры крупного рогатого скота;G
15.11.882;Тонна;Бараний жир;G
15.11.883;Тонна;Козий жир;G
15.11.884;Тонна;Свиной жир;G
15.11.910;Тонна;Свиная или кабанья щетина, барсучий и прочий волос, используемые для производства щеточных изделий;G
15.11.920;Тонна;Кишки, пузыри и желудки животных (кроме рыбьих) целые или в частях;G
15.11.930;Тонна;Кости и роговой стержень;G
15.11.940;Тонна;Слоновая кость, панцири черепах, китовый ус и ус других млекопитающих, рога (включая оленьи рога), копыта, ногти, когти и клювы;G
15.11.950;Тонна;Серая амбра, бобровая струя, циветта, мускус, железы и прочие субпродукты, используемые для производства фармацевтической продукции;G
15.11.990;Тонна;Прочие виды товаров, относящиеся к группировке 15.11.000;G
15.12.000;;Свежее и консервированное мясо домашней птицы;
15.12.110;Тонна;Свежие или охлажденные куры (включая цыплят);G
15.12.120;Тонна;Свежие или охлажденные пищевые субпродукты кур (включая цыплят);G
15.12.130;Тонна;Свежие или охлажденные индейки (включая индюшат);G
15.12.140;Тонна;Свежие или охлажденные пищевые субпродукты индеек (включая индюшат);G
15.12.150;Тонна;Свежие или охлажденные утки (включая утят);G
15.12.160;Тонна;Свежие или охлажденные пищевые субпродукты уток (включая утят);G
15.12.170;Тонна;Свежие или охлажденные гуси (включая гусят);G
15.12.180;Тонна;Свежие или охлажденные пищевые субпродукты гусей (включая гусят);G
15.12.190;Тонна;Свежие или охлажденные цесарки (включая цыплят цесарки);G
15.12.210;Тонна;Свежие или охлажденные пищевые субпродукты цесарок (включая цыплят цесарки);G
15.12.220;Тонна;Свежие или охлажденные мясо и пищевые субпродукты прочей домашней птицы;G
15.12.230;Тонна;Мороженые куры (включая цыплят);G
15.12.240;Тонна;Мороженые пищевые субпродукты кур (включая цыплят);G
15.12.250;Тонна;Мороженые индейки (включая индюшат);G
15.12.260;Тонна;Мороженые пищевые субпродукты индеек (включая индюшат);G
15.12.270;Тонна;Мороженые утки (включая утят);G
15.12.280;Тонна;Мороженые пищевые субпродукты уток (включая утят);G
15.12.310;Тонна;Мороженые гуси (включая гусят);G
15.12.320;Тонна;Мороженые пищевые субпродукты гусей (включая гусят);G
15.12.330;Тонна;Мороженые цесарки (включая цыплят цесарки);G
15.12.340;Тонна;Мороженые пищевые субпродукты цесарок (включая цыплят цесарки);G
15.12.350;Тонна;Мороженые мясо и пищевые субпродукты прочей домашней птицы;G
15.12.360;Тонна;Свежие, охлажденные или мороженые мясо и пищевые субпродукты кроликов и зайцев;G
15.12.370;Тонна;Свежие, охлажденные или мороженые мясо и пищевые субпродукты домашних голубей;G
15.12.380;Тонна;Свежие, охлажденные или мороженые мясо и пищевые субпродукты диких животных, кроме кроликов и зайцев;G
15.12.410;Тонна;Сырой (нетопленый) жир домашней птицы;G
15.12.420;Тонна;Топленый жир домашней птицы;G
15.12.510;Тонна;Обработанные пух и шкурки птиц с перьями;G
15.12.520;Тонна;Необработанные пух и шкурки птиц с перьями;G
15.12.990;Тонна;Прочие виды товаров, относящиеся к группировке 15.12.000;G
15.13.000;;"Продукты из мяса и мяса птицы; услуги, связанные с их производством";
15.13.110;Тонна;Необваленное мясо домашних свиней, соленое, в рассоле, сушеное или копченое;G
15.13.120;Тонна;Обваленные отруба домашних свиней, соленые, в рассоле, сушеные или копченые;G
15.13.130;Тонна;Мясо диких свиней, соленое, в рассоле, сушеное или копченое;G
15.13.140;Тонна;Мясо крупного рогатого скота, соленое, сушеное или копченое;G
15.13.150;Тонна;Конина, соленая, в рассоле, копченая или сушеная;G
15.13.160;Тонна;Баранина, соленая, в рассоле или сушеная;G
15.13.170;Тонна;Козлятина, соленая, в рассоле или сушеная;G
15.13.180;Тонна;Мясо северных оленей, соленое, в рассоле, сушеное или копченое;G
15.13.210;Тонна;Мясо прочих животных, соленое, в рассоле, сушеное или копченое;G
15.13.220;Тонна;Пищевые мясные субпродукты, соленые, в рассоле, сушеные или копченые;G
15.13.230;Тонна;Пищевая мука из мяса и мясных субпродуктов;G
15.13.240;Тонна;Колбасные изделия из печени (ливерные колбасы);G
15.13.250;Тонна;Вареные колбасные изделия (включая колбасы из мяса птицы и мяса кроликов), кроме колбасных и других изделий из печени;G
15.13.260;Тонна;Сосиски и сардельки;G
15.13.270;Тонна;Полукопченые колбасы;G
15.13.280;Тонна;Твердокопченые колбасы;G
15.13.310;Тонна;Студни и прочие виды колбасных изделий;G
15.13.320;Тонна;Готовые продукты из печени;G
15.13.330;Тонна;Готовые продукты и консервы из мяса домашней птицы;G
15.13.340;Тонна;Готовые продукты и консервы из свинины;G
15.13.360;Тонна;Готовые продукты и консервы из мяса крупного рогатого скота;G
15.13.370;Тонна;Готовые продукты и консервы из мяса прочих животных;G
15.13.380;Тонна;Экстракты и соки из мяса, рыбы и водных беспозвоночных;G
15.13.410;Тонна;Прочие продукты из мяса или мясных пищевых субпродуктов, включая кровь;G
15.13.510;Тонна;Мука тонкого и грубого помола и гранулы из мяса или мясных субпродуктов, не пригодные для употребления в пищу;G
15.13.520;Тонна;Шкварки;G
15.13.610;;Услуги по тепловой обработке и прочим способам переработки мясных продуктов;S
15.13.990;Тонна;Прочие виды товаров, относящиеся к группировке 15.13.000;G
15.2;;Переработанные и консервированные рыба и рыбные продукты;
15.20.000;;"Переработанные и консервированные рыба и рыбные продукты; услуги, связанные с их производством";
15.20.110;Тонна;Свежие или охлажденные печень, икра и молоки рыбы;G
15.20.120;Тонна;Свежее или охлажденное рыбное филе;G
15.20.130;Тонна;Свежее или охлажденное прочее мясо рыбы (включая фарш);G
15.20.140;Тонна;Мороженые печень, икра и молоки рыбы;G
15.20.150;Тонна;Мороженая рыба (кроме сельди);G
15.20.160;Тонна;Мороженая сельдь;G
15.20.170;Тонна;Мороженое рыбное филе;G
15.20.180;Тонна;Прочее мороженое мясо рыбы (включая фарш);G
15.20.210;Тонна;Соленая, пряного посола и маринованная рыба (кроме сельди);G
15.20.220;Тонна;Копченая и сушено-вяленая рыба и балычные изделия, включая филе (кроме сельди);G
15.20.230;Тонна;Соленая, маринованная и копченая сельдь и балычные изделия из сельди;G
15.20.240;Тонна;Сушеные, соленые или в рассоле печень, икра и молоки рыбы;G
15.20.250;Тонна;Рыбная мука тонкого и грубого помола и гранулы, пригодные для употребления в пищу;G
15.20.260;Тысяча условных банок;Натуральные рыбные консервы;G
15.20.270;Тысяча условных банок;Рыбные консервы в томатном соусе;G
15.20.280;Тысяча условных банок;Рыбные консервы в масле;G
15.20.310;Тысяча условных банок;Рыбоовощные консервы;G
15.20.320;Тысяча условных банок;Консервы из печени трески;G
15.20.340;Тысяча условных банок;Рыбные пресервы пряного посола;G
15.20.350;Тысяча условных банок;Рыбные пресервы специального посола;G
15.20.360;Тысяча условных банок;Пресервы из разделанной рыбы в различных заливках;G
15.20.370;Тысяча условных банок;Пресервы из неразделанной рыбы в различных заливках;G
15.20.380;Тонна;Готовые продукты из рыбы (кулинарные изделия из рыбы);G
15.20.410;Килограмм;Икра осетровых рыб;G
15.20.420;Килограмм;Икра лососевых рыб;G
15.20.430;Тонна;Заменители икры из икринок прочих рыб;G
15.20.510;Тонна;Мороженые ракообразные;G
15.20.520;Тонна;Мороженые, сушеные, соленые или в рассоле моллюски и прочие водные беспозвоночные;G
15.20.530;Тонна;Мука тонкого и грубого помола и гранулы из ракообразных, моллюсков и других водных беспозвоночных, пригодные для употребления в пищу;G
15.20.610;Тонна;Готовые блюда из ракообразных, моллюсков и прочих водных беспозвоночных;G
15.20.620;Тысяча условных банок;Консервы из ракообразных, моллюсков и прочих водных беспозвоночных;G
15.20.630;Тысяча условных банок;Пресервы из ракообразных, моллюсков и прочих водных беспозвоночных;G
15.20.640;Тонна;Мука тонкого и грубого помола и гранулы из рыбы, ракообразных, моллюсков и других водных беспозвоночных, не пригодные для употребления в пищу;G
15.20.810;;Услуги по копчению и прочим способам консервирования и переработки рыбных продуктов;S
15.20.990;;Прочие виды товаров и услуг, относящиеся к группировке 15.20.000;
15.20.991;Тонна;Прочие виды товаров, относящиеся к группировке 15.20.000;G
15.20.992;;Прочие виды услуг, относящиеся к группировке 15.20.000;S
15.3;;Переработанные и консервированные фрукты, овощи и картофель;
15.31.000;;"Переработанный и консервированный картофель; услуги, связанные с его обработкой";
15.31.110;Упаковка;Продукты из замороженного картофеля;G
15.31.120;Упаковка;Полуфабрикаты из замороженного картофеля;G
15.31.210;Упаковка;Сушеный картофель целый, нарезанный ломтиками, в виде муки, крупы, хлопьев, гранул;G
15.31.220;Упаковка;Картофель, приготовленный без уксуса или уксусной кислоты, замороженный;G
15.31.230;Упаковка;Немороженый картофель, приготовленный без уксуса или уксусной кислоты, консервированный картофель в герметичных упаковках;G
15.31.810;;Услуги по тепловой обработке и прочим способам переработки картофеля и продуктов из картофеля;S
15.31.990;;Прочие виды товаров и услуг, относящиеся к группировке 15.31.000;
15.31.991;Упаковка;Прочие виды товаров, относящиеся к группировке 15.31.000;G
15.31.992;;Прочие виды услуг, относящиеся к группировке 15.31.000;S
15.32.000;;Фруктовые и овощные соки;
15.32.110;;Фруктовые и овощные соки;
15.32.111;"Литр; кубический дециметр";Апельсиновый сок;G
15.32.112;"Литр; кубический дециметр";Грейпфрутовый сок;G
15.32.113;"Литр; кубический дециметр";Лимонный сок;G
15.32.114;"Литр; кубический дециметр";Виноградный сок;G
15.32.115;"Литр; кубический дециметр";Яблочный сок;G
15.32.116;"Литр; кубический дециметр";Грушевый сок;G
15.32.117;"Литр; кубический дециметр";Вишневый и черешневый соки;G
15.32.118;"Литр; кубический дециметр";Сливовый сок;G
15.32.121;"Литр; кубический дециметр";Соки тропических и субтропических плодов;G
15.32.122;"Литр; кубический дециметр";Томатный сок;G
15.32.123;"Литр; кубический дециметр";Смеси соков;G
15.32.990;"Литр; кубический дециметр";Прочие виды товаров, относящиеся к группировке 15.32.000;G
15.33.000;;"Переработанные и консервированные фрукты и овощи, не включенные в другие группировки; услуги по тепловой обработке и прочим способам подготовки фруктов и овощей для консервирования";
15.33.110;;Замороженные овощи и грибы;
15.33.111;Тонна;Замороженные бобовые овощи (лущеные и нелущеные);G
15.33.112;Тонна;Замороженный шпинат;G
15.33.113;Тонна;Замороженная сахарная кукуруза;G
15.33.114;Тонна;Замороженный перец;G
15.33.115;Тонна;Замороженные томаты;G
15.33.116;Тонна;Замороженные оливки (маслины);G
