code;measure;name;level;parent;type
80.10.420;;Услуги в области дополнительного образования детей;6;80.10.000;S
80.10.990;;Прочие виды услуг, относящиеся к группировке 80.10.000;6;80.10.000;S
80.2;;Услуги в области основного общего, среднего (полного) общего, начального и среднего профессионального образования;4;80;
80.21.000;;Услуги в области основного общего и среднего (полного) общего образования;5;80.2;
80.21.110;;Услуги в области основного общего образования, предоставляемые школами, лицеями, гимназиями и т.п.;6;80.21.000;S
80.21.120;;Услуги в области основного общего образования, получаемого одновременно с начальным профессиональным образованием в средних музыкальных, хореографических, художественных школах, школах искусств и т.п.;6;80.21.000;S
80.21.410;;Услуги в области среднего (полного) общего образования, предоставляемые школами, лицеями, гимназиями и т.п.;6;80.21.000;S
80.21.420;;Услуги в области среднего (полного) общего образования, получаемого одновременно с начальным профессиональным образованием в средних музыкальных, хореографических, художественных школах, школах искусств и т.п.;6;80.21.000;S
80.21.990;;Прочие виды услуг, относящиеся к группировке 80.21.000;6;80.21.000;S
80.22.000;;Услуги в области начального и среднего профессионального образования;5;80.2;
80.22.110;;Услуги в области начального профессионального образования, получаемого в профессионально-технических и иных училищах данного уровня;6;80.22.000;S
80.22.120;;Услуги в области среднего профессионального образования, получаемого в средних специальных учебных заведениях (техникумах, колледжах);6;80.22.000;S
80.22.130;;Услуги в области дополнительного профессионального образования (повышения квалификации) для специалистов, имеющих среднее профессиональное образование;6;80.22.000;S
80.22.140;;Услуги в области обучения на подготовительных курсах для поступления в образовательные учреждения среднего профессионального образования;6;80.22.000;S
80.22.990;;Прочие виды услуг, относящиеся к группировке 80.22.000;6;80.22.000;S
80.3;;Услуги в области высшего профессионального образования;4;80;
80.30.000;;Услуги в области высшего профессионального образования;5;80.3;
80.30.110;;Услуги образовательных учреждений высшего профессионального образования первой ступени в области технических наук;6;80.30.000;S
80.30.120;;Услуги образовательных учреждений высшего профессионального образования первой ступени в области естественных наук;6;80.30.000;S
80.30.130;;Услуги образовательных учреждений высшего профессионального образования первой ступени в области общественных и гуманитарных наук;6;80.30.000;S
80.30.410;;Услуги в области высшего профессионального образования на ступени получения квалификации (степени) "магистр";6;80.30.000;S
80.30.420;;Услуги послевузовского профессионального образования на ступени получения квалификации (степени) "магистр";6;80.30.000;S
80.30.430;;Услуги в области дополнительного профессионального образования (повышения квалификации) для специалистов, имеющих высшее профессиональное образование;6;80.30.000;S
80.30.440;;Услуги по обучению на подготовительных курсах для поступления в учебные заведения высшего профессионального образования;6;80.30.000;S
80.30.990;;Прочие виды услуг, относящиеся к группировке 80.30.000;6;80.30.000;S
80.4;;Услуги в области образования для взрослых и прочих видов образования;4;80;
80.41.000;;Услуги школ подготовки водителей транспортных средств;5;80.4;
80.41.110;;Услуги школ подготовки профессиональных водителей автотранспортных средств (автобусов, грузовых автомобилей);6;80.41.000;S
80.41.120;;Услуги школ подготовки водителей легковых автомобилей;6;80.41.000;S
80.41.130;;Услуги школ подготовки водителей прочих автотранспортных средств;6;80.41.000;S
80.41.410;;Услуги школ подготовки летного персонала;6;80.41.000;S
80.41.420;;Услуги школ подготовки мореходного персонала;6;80.41.000;S
80.41.990;;Прочие виды услуг, относящиеся к группировке 80.41.000;6;80.41.000;S
80.42.000;;Услуги в области образования для взрослых и прочего образования, не включенные в другие группировки;5;80.4;
80.42.110;;Услуги в области обучения для взрослых на курсах;6;80.42.000;S
80.42.120;;Услуги в области осуществления программ обучения грамоте для взрослых;6;80.42.000;S
80.42.410;;Услуги в области дополнительного образования для детей, осуществляемые в образовательных учреждениях дополнительного образования (на курсах и в кружках);6;80.42.000;S
80.42.420;;Услуги в области образования, осуществляемые посредством индивидуальной педагогической деятельности;6;80.42.000;S
80.42.430;;Услуги в области образования для профессиональных спортивных тренеров;6;80.42.000;S
80.42.990;;Прочие виды услуг, относящиеся к группировке 80.42.000;6;80.42.000;S
Раздел N;;УСЛУГИ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫЕ УСЛУГИ;1;;
Подраздел NA;;УСЛУГИ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫЕ УСЛУГИ;2;Раздел N;
85;;Услуги в области здравоохранения и социальные услуги;3;Подраздел NA;
85.1;;Услуги в области охраны здоровья человека;4;85;
85.11.000;;Услуги больничных учреждений;5;85.1;
85.11.110;;Услуги, оказываемые врачами-хирургами;6;85.11.000;S
85.11.120;;Услуги, оказываемые рентгенологами;6;85.11.000;S
85.11.130;;Услуги, оказываемые анастезиологами;6;85.11.000;S
85.11.140;;Услуги, оказываемые средним медицинским персоналом;6;85.11.000;S
85.11.210;;Услуги, оказываемые врачами;6;85.11.000;S
85.11.220;;Услуги, оказываемые средним медицинским персоналом;6;85.11.000;S
85.11.310;;Услуги гинекологических отделений больниц;6;85.11.000;S
85.11.320;;Услуги родильных домов;6;85.11.000;S
85.11.410;;Услуги, оказываемые врачами центров реабилитации;6;85.11.000;S
85.11.420;;Услуги, оказываемые средним медицинским персоналом центров реабилитации;6;85.11.000;S
85.11.510;;Услуги, оказываемые врачами психиатрических больниц;6;85.11.000;S
85.11.520;;Услуги, оказываемые средним медицинским персоналом психиатрических больниц;6;85.11.000;S
85.11.610;;Услуги военных госпиталей и госпиталей ветеранов войны;6;85.11.000;S
85.11.620;;Услуги тюремных больниц;6;85.11.000;S
85.11.630;;Услуги лепрозориев;6;85.11.000;S
85.11.640;;Услуги санаторно-курортных учреждений;6;85.11.000;S
85.11.990;;Прочие виды услуг, относящиеся к группировке 85.11.000;6;85.11.000;S
85.12.000;;Услуги в области врачебной практики;5;85.1;
85.12.110;;Консультационные услуги, предоставляемые врачами общего профиля;6;85.12.000;S
85.12.120;;Услуги врачей общего профиля по проведению диагностических процедур и постановке диагноза;6;85.12.000;S
85.12.130;;Услуги врачей общего профиля по лечению (наблюдению, включая проведение процедур);6;85.12.000;S
85.12.310;;Консультационные услуги, предоставляемые врачами-специалистами и хирургами;6;85.12.000;S
85.12.320;;Услуги врачей-специалистов и хирургов по проведению диагностических процедур и постановке диагноза;6;85.12.000;S
85.12.330;;Услуги врачей-специалистов и хирургов по лечению болезней;6;85.12.000;S
85.12.340;;Услуги, предоставляемые врачами-наркологами по лечению алкоголизма, наркомании, никотиномании;6;85.12.000;S
85.12.990;;Прочие виды услуг, относящиеся к группировке 85.12.000;6;85.12.000;S
85.13.000;;Услуги в области стоматологии;5;85.1;
85.13.110;;Услуги в области терапевтической ортодонтии;6;85.13.000;S
85.13.120;;Услуги в области стоматологической хирургии;6;85.13.000;S
85.13.130;;Услуги в области хирургии полости рта;6;85.13.000;S
85.13.140;;Услуги в области протезирования;6;85.13.000;S
85.13.410;;Консультационные стоматологические услуги и услуги по профилактике болезней;6;85.13.000;S
85.13.420;;Услуги по лечению зубов;6;85.13.000;S
85.13.430;;Услуги по лечению болезней полости рта;6;85.13.000;S
85.13.990;;Прочие виды услуг, относящиеся к группировке 85.13.000;6;85.13.000;S
85.14.000;;Прочие услуги в области охраны здоровья человека;5;85.1;
85.14.110;;Услуги акушерок по наблюдению и уходу за женщинами во время беременности и родов;6;85.14.000;S
85.14.120;;Услуги акушерок по наблюдению и уходу за матерью в послеродовой период;6;85.14.000;S
85.14.210;;Услуги медсестер по проведению процедур (инъекции, перевязки, банки, взятие материала на анализ и т.п.);6;85.14.000;S
85.14.220;;Услуги медицинского персонала (медсестер, санитарок) по уходу за больными;6;85.14.000;S
85.14.230;;Услуги медицинского персонала (медсестер, санитарок) по дежурству у постели больного;6;85.14.000;S
85.14.250;;Услуги по физиотерапевтическому лечению;6;85.14.000;S
85.14.260;;Услуги по мануальной терапии, лечебному массажу, лечебной физкультуре;6;85.14.000;S
85.14.270;;Услуги по лечению иглоукалыванием и прочим методам рефлексотерапии;6;85.14.000;S
85.14.280;;Услуги логопедов по лечению дефектов речи;6;85.14.000;S
85.14.310;;Услуги по гомеопатии;6;85.14.000;S
85.14.320;;Услуги по психотерапии и психоанализу;6;85.14.000;S
85.14.330;;Консультационные услуги по здоровому образу жизни;6;85.14.000;S
85.14.410;;Услуги скорой медицинской помощи по оказанию помощи на дому;6;85.14.000;S
85.14.420;;Услуги скорой медицинской помощи по перевозке больных;6;85.14.000;S
85.14.430;;Консультационные услуги скорой медицинской помощи по телефону;6;85.14.000;S
85.14.450;;Услуги стационарных лечебных заведений, кроме больниц;6;85.14.000;S
85.14.510;;Услуги клинических лабораторий;6;85.14.000;S
85.14.520;;Услуги фармакологических и бактериологических лабораторий;6;85.14.000;S
85.14.530;;Услуги прочих медицинских лабораторий;6;85.14.000;S
85.14.550;;Услуги банков крови;6;85.14.000;S
85.14.560;;Услуги банков спермы;6;85.14.000;S
85.14.570;;Услуги банков органов для трансплантации;6;85.14.000;S
85.14.610;;Услуги по проведению общих профилактических обследований и диспансеризации;6;85.14.000;S
85.14.620;;Услуги диагностических центров;6;85.14.000;S
85.14.630;;Услуги учреждений санитарно-эпидемиологической службы;6;85.14.000;S
85.14.640;;Услуги косметологических лечебниц;6;85.14.000;S
85.14.650;;Услуги медицинских водительских комиссий по освидетельствованию водителей автотранспортных средств;6;85.14.000;S
85.14.660;;Услуги судебно-медицинской экспертизы;6;85.14.000;S
85.14.670;;Услуги паталогоанатомических бюро;6;85.14.000;S
85.14.990;;Прочие виды услуг, относящиеся к группировке 85.14.000;6;85.14.000;S
85.2;;Ветеринарные услуги;4;85;
85.20.000;;Ветеринарные услуги;5;85.2;
85.20.110;;Услуги по осмотру домашних животных в лечебном учреждении и выдача ветеринарных справок (сертификатов);6;85.20.000;S
85.20.120;;Услуги по диагностическому исследованию домашних животных;6;85.20.000;S
85.20.130;;Услуги по вакцинации домашних животных;6;85.20.000;S
85.20.140;;Услуги по дегельмитизации домашних животных;6;85.20.000;S
85.20.150;;Услуги по лечению домашних животных на дому;6;85.20.000;S
85.20.160;;Услуги по лечению домашних животных в стационаре;6;85.20.000;S
85.20.170;;Услуги по проведению хирургических операций домашним животным;6;85.20.000;S
85.20.180;;Услуги по оказанию домашним животным скорой ветеринарной помощи на дому;6;85.20.000;S
85.20.410;;Услуги по осмотру животных, кроме домашних, и выдача ветеринарных справок (сертификатов);6;85.20.000;S
85.20.420;;Услуги по диагностическому исследованию животных, кроме домашних;6;85.20.000;S
85.20.430;;Услуги по вакцинации животных, кроме домашних;6;85.20.000;S
85.20.440;;Услуги по дегельмитизации животных, кроме домашних;6;85.20.000;S
85.20.450;;Услуги по лечению животных, кроме домашних, нестационарно;6;85.20.000;S
85.20.460;;Услуги по лечению животных, кроме домашних, в стационаре;6;85.20.000;S
85.20.470;;Услуги по проведению хирургических операций животным, кроме домашних;6;85.20.000;S
85.20.480;;Услуги по оказанию животным, кроме домашних, скорой ветеринарной помощи;6;85.20.000;S
85.20.990;;Прочие виды услуг, относящиеся к группировке 85.20.000;6;85.20.000;S
85.3;;Социальные услуги;4;85;
85.31.000;;Социальные услуги с обеспечением проживания;5;85.3;
85.31.110;;Социальные услуги, предоставляемые гражданам пожилого возраста в комплексных центрах социального обслуживания населения;6;85.31.000;S
85.31.120;;Социальные услуги, предоставляемые гражданам пожилого возраста в специальных домах для одиноких престарелых;6;85.31.000;S
85.31.130;;Социальные услуги, предоставляемые гражданам пожилого возраста в геронтологических центрах;6;85.31.000;S
85.31.140;;Социальные услуги, предоставляемые гражданам пожилого возраста в домах-интернатах для престарелых и инвалидов;6;85.31.000;S
85.31.150;;Социальные услуги, предоставляемые в психоневрологических интернатах, гражданам пожилого возраста, страдающим хроническими психическими заболеваниями;6;85.31.000;S
85.31.160;;Социальные услуги, предоставляемые гражданам пожилого возраста иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.31.000;S
85.31.210;;Социальные услуги, предоставляемые инвалидам, включая детей-инвалидов и подростков-инвалидов, в комплексных центрах социального обслуживания населения;6;85.31.000;S
85.31.220;;Социальные услуги, предоставляемые инвалидам в домах-интернатах для престарелых и инвалидов;6;85.31.000;S
85.31.230;;Социальные услуги, предоставляемые в психоневрологических интернатах инвалидам, страдающим хроническими психическими заболеваниями;6;85.31.000;S
85.31.240;;Социальные услуги, предоставляемые в детских домах-интернатах для умственно отсталых детей;6;85.31.000;S
85.31.250;;Социальные услуги, предоставляемые в домах-интернатах для детей с физическими недостатками;6;85.31.000;S
85.31.260;;Социальные услуги, предоставляемые в реабилитационных центрах для детей с ограниченными возможностями;6;85.31.000;S
85.31.270;;Социальные услуги, предоставляемые инвалидам, включая детей-инвалидов и подростков-инвалидов, иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.31.000;S
85.31.410;;Социальные услуги, предоставляемые в социально-реабилитационных центрах для несовершеннолетних;6;85.31.000;S
85.31.420;;Социальные услуги, предоставляемые в центрах помощи детям, оставшимся без попечения родителей;6;85.31.000;S
85.31.430;;Социальные услуги, предоставляемые в социальных приютах для детей и подростков;6;85.31.000;S
85.31.440;;Социальные услуги, предоставляемые в образовательных учреждениях для детей-сирот и детей, оставшихся без попечения родителей;6;85.31.000;S
85.31.450;;Социальные услуги, предоставляемые детскими домами;6;85.31.000;S
85.31.460;;Социальные услуги, предоставляемые детям и подросткам, находящимся в трудной жизненной ситуации, иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.31.000;S
85.31.510;;Социальные услуги, предоставляемые в учреждениях и предприятиях социального обслуживания и благотворительных организациях женщинам, находящимся в трудной жизненной ситуации, с обеспечением проживания;6;85.31.000;S
85.31.520;;Социальные услуги, предоставляемые в учреждениях и предприятиях социального обслуживания и благотворительных организациях семьям, находящимся в трудной жизненной ситуации, с обеспечением проживания;6;85.31.000;S
85.31.610;;Социальные услуги, предоставляемые в домах ночного пребывания лицам без определенного места жительства;6;85.31.000;S
85.31.620;;Услуги исправительных домов и колоний для несовершеннолетних правонарушителей;6;85.31.000;S
85.31.630;;Социальные услуги реабилитационных учреждений (без лечения) для наркоманов и алкоголиков;6;85.31.000;S
85.31.990;;Прочие виды услуг, относящиеся к группировке 85.31.000;6;85.31.000;S
85.32.000;;Социальные услуги без обеспечения проживания;5;85.3;
85.32.110;;Услуги по дневному уходу за детьми, предоставляемые детскими дошкольными учреждениями;6;85.32.000;S
85.32.120;;Социальные услуги, связанные с дневным пребыванием и предоставляемые детям и подросткам, кроме детей инвалидов и подростков-инвалидов, в комплексных центрах социального обслуживания населения;6;85.32.000;S
85.32.130;;Социальные услуги по дневному уходу за детьми и подростками, кроме детей-инвалидов и подростков-инвалидов, предоставляемые иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.210;;Социальные услуги, связанные с дневным пребыванием, предоставляемые в реабилитационных центрах для детей и подростков с ограниченными возможностями;6;85.32.000;S
85.32.220;;Социальные услуги по дневному уходу за детьми и подростками с физическими и умственными недостатками, предоставляемые иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.310;;Социальные услуги, предоставляемые детям и подросткам в комплексных центрах социального обслуживания населения;6;85.32.000;S
85.32.320;;Социальные услуги, предоставляемые детям и подросткам в социально-реабилитационных центрах для несовершеннолетних;6;85.32.000;S
85.32.330;;Социальные услуги, предоставляемые в центрах помощи детям, оставшимся без попечения родителей;6;85.32.000;S
85.32.340;;Социальные услуги по руководству и консультационные услуги, связанные с детьми и предоставляемые иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.410;;Социальные услуги, предоставляемые в комплексных центрах социального обслуживания населения гражданам пожилого возраста и инвалидам, включая детей-инвалидов и подростков-инвалидов;6;85.32.000;S
85.32.420;;Социальные услуги, предоставляемые отделениями центров социального обслуживания граждан пожилого возраста и инвалидов на дому, включая услуги детям-инвалидам и подросткам-инвалидам;6;85.32.000;S
85.32.430;;Социальные услуги, предоставляемые гражданам пожилого возраста и инвалидам, включая детей-инвалидов и подростков-инвалидов иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.440;;Социальные услуги, предоставляемые женщинам в комплексных центрах социального обслуживания населения;6;85.32.000;S
85.32.450;;Социальные услуги, предоставляемые в кризисных центрах помощи женщинам;6;85.32.000;S
85.32.460;;Социальные услуги, предоставляемые женщинам иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.470;;Социальные услуги, предоставляемые семьям в комплексных центрах социального обслуживания населения;6;85.32.000;S
85.32.480;;Социальные услуги, предоставляемые семьям в центрах социального обслуживания населения;6;85.32.000;S
85.32.510;;Социальные услуги, предоставляемые семьям иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.520;;Услуги комиссий медико-социальной экспертизы;6;85.32.000;S
85.32.610;;Социальные услуги, связанные с профессиональной подготовкой, обучением, переобучением и консультациями по трудоустройству, предоставляемые, в комплексных центрах социального обслуживания населения;6;85.32.000;S
85.32.620;;Социальные услуги, связанные с профессиональной подготовкой, обучением, переобучением и консультациями по трудоустройству, предоставляемые иными учреждениями и предприятиями социального обслуживания, благотворительными организациями и гражданами, занимающимися предпринимательской деятельностью по социальному обслуживанию населения без образования юридического лица;6;85.32.000;S
85.32.710;;Оказание социальной помощи жертвам стихийных бедствий, беженцам и иммигрантам, безработным;6;85.32.000;S
85.32.720;;Услуги по надзору за досрочно или условно освобожденными, отпущенными на поруки и т.п.;6;85.32.000;S
85.32.990;;Прочие виды услуг, относящиеся к группировке 85.32.000;6;85.32.000;S
Раздел O;;ПРОЧИЕ КОММУНАЛЬНЫЕ, СОЦИАЛЬНЫЕ И ПЕРСОНАЛЬНЫЕ УСЛУГИ;1;;
Подраздел OA;;ПРОЧИЕ КОММУНАЛЬНЫЕ, СОЦИАЛЬНЫЕ И ПЕРСОНАЛЬНЫЕ УСЛУГИ;2;Раздел O;
90;;Услуги по удалению сточных вод и отходов, улучшению санитарного состояния и аналогичные услуги;3;Подраздел OA;
90.0;;Услуги по удалению сточных вод и отходов, улучшению санитарного состояния и аналогичные услуги;4;90;
90.01.000;;Услуги по сбору и очистке сточных вод; шлам;5;90.0;
90.01.110;;Услуги по удалению сточных вод;6;90.01.000;S
90.01.120;;Услуги по очистке сточных вод с использованием механических, физико-химических и биологических методов;6;90.01.000;S
90.01.130;;Услуги по техническому обслуживанию и очистке канализационных систем, сливных и дренажных труб;6;90.01.000;S
90.01.310;;Услуги по опорожнению и чистке выгребных ям, сточных колодцев и септиков;6;90.01.000;S
90.01.320;;Услуги по обслуживанию туалетов с химической стерилизацией;6;90.01.000;S
90.01.510;Тонна;Шлам, образующийся на городских предприятиях по переработке сточных вод, включающий отходы предварительной обработки, промывные воды и нестабилизированный шлам;6;90.01.000;G
90.01.520;Тонна;Стабилизированный шлам, содержащий другие материалы (например, тяжелые металлы), делающие его непригодным для использования в качестве удобрений в сельском хозяйстве;6;90.01.000;G
90.01.990;;Прочие виды товаров и услуг, относящиеся к группировке 90.01.000;6;90.01.000;
90.01.991;Тонна;Прочие виды товаров, относящиеся к группировке 90.01.000;7;90.01.990;G
90.01.992;;Прочие виды услуг, относящиеся к группировке 90.01.000;7;90.01.990;S
90.02.000;;Услуги по сбору и обработке прочих отходов; отходы городского хозяйства;5;90.0;
90.02.110;;Услуги по сбору отходов производства в мусорные баки, контейнеры и т.п.;6;90.02.000;S
90.02.120;;Услуги по сбору строительных отходов, в том числе после разрушения зданий и сооружений;6;90.02.000;S
90.02.130;;Услуги по сбору отходов потребления в мусорные баки, контейнеры и т.п.;6;90.02.000;S
90.02.140;;Услуги по сбору опасных отходов производства;6;90.02.000;S
90.02.150;;Услуги по сбору опасных отходов потребления;6;90.02.000;S
90.02.210;;Услуги по сжиганию токсичных отходов на специализированных установках;6;90.02.000;S
90.02.220;;Услуги по сжиганию прочих отходов, кроме токсичных;6;90.02.000;S
90.02.310;;Услуги по вывозу и размещению отходов на мусорных полигонах;6;90.02.000;S
90.02.320;;Услуги по захоронению или запахиванию отходов;6;90.02.000;S
90.02.330;;Услуги по эксплуатации мусорных полигонов;6;90.02.000;S
90.02.340;;Услуги по обработке отходов на мусороперерабатывающих заводах с целью уничтожения или получения промежуточного продукта (компоста);6;90.02.000;S
90.02.350;;Услуги по кондиционированию отходов (сортировке, прессованию и т.п.);6;90.02.000;S
90.02.410;;Услуги по обезвреживанию токсичных отходов;6;90.02.000;S
90.02.420;;Услуги по транспортированию и размещению токсичных, зараженных (загрязненных) отходов;6;90.02.000;S
90.02.430;;Услуги по обезвреживанию и удалению короткоживущих радиоактивных отходов;6;90.02.000;S
90.02.450;;Услуги по обезвреживанию, транспортированию и удалению прочих опасных отходов;6;90.02.000;S
90.02.610;Тонна;Отходы городского хозяйства, собираемые из жилых домов;6;90.02.000;G
90.02.620;Тонна;Отходы городского хозяйства, собираемые из гостиниц, ресторанов, больниц, магазинов, офисов и т.п.;6;90.02.000;G
90.02.630;Тонна;Дорожный и тротуарный мусор;6;90.02.000;G
90.02.640;Тонна;Отходы от строительства и сноса зданий;6;90.02.000;G
90.02.990;;Прочие виды товаров и услуг, относящиеся к группировке 90.02.000;6;90.02.000;
90.02.991;Тонна;Прочие виды товаров, относящиеся к группировке 90.02.000;7;90.02.990;G
90.02.992;;Прочие виды услуг, относящиеся к группировке 90.02.000;7;90.02.990;S
90.03.000;;Услуги по улучшению санитарного состояния, восстановлению после загрязнения и аналогичные услуги;5;90.0;
90.03.110;;Услуги по специальной обработке загрязненной почвы;6;90.03.000;S
90.03.120;;Услуги по специальной обработке загрязненных грунтовых (подземных) вод;6;90.03.000;S
90.03.130;;Услуги по зачистке (уборке породы из забоя) шахт, рудников и т.п. (включая после взрывов);6;90.03.000;S
90.03.210;;Услуги по очистке поверхности воды (морей, океанов, прибрежных вод) после разлива нефти и нефтепродуктов;6;90.03.000;S
90.03.220;;Услуги по очистке поверхности воды (рек, озер и т.п.) после разлива нефти и нефтепродуктов;6;90.03.000;S
90.03.310;;Услуги по уборке территорий городов и поселков;6;90.03.000;S
90.03.320;;Услуги по эксплуатации общественных туалетов;6;90.03.000;S
90.03.990;;Прочие виды услуг, относящиеся к группировке 90.03.000;6;90.03.000;S
91;;Услуги общественных организаций, не включенные в другие группировки;3;Подраздел OA;
91.1;;Услуги, предоставляемые коммерческими, предпринимательскими и профессиональными организациями;4;91;
91.11.000;;Услуги, предоставляемые коммерческими и предпринимательскими организациями;5;91.1;
91.11.110;;Услуги по распространению информации, предоставляемой коммерческими и предпринимательскими организациями;6;91.11.000;S
91.11.120;;Услуги по представительству коммерческих и предпринимательских организаций в государственных учреждениях;6;91.11.000;S
91.11.130;;Услуги по связям с общественностью коммерческих и предпринимательских организаций;6;91.11.000;S
91.11.140;;Услуги коммерческих и предпринимательских организаций, связанные с переговорами об условиях труда с профсоюзами;6;91.11.000;S
91.11.990;;Прочие виды услуг, относящиеся к группировке 91.11.000;6;91.11.000;S
91.12.000;;Услуги, предоставляемые профессиональными организациями;5;91.1;
91.12.110;;Услуги по распространению информации, предоставляемой профессиональными организациями;6;91.12.000;S
91.12.120;;Услуги по представительству профессиональных организаций в государственных учреждениях;6;91.12.000;S
91.12.130;;Услуги профессиональных организаций по связям с общественностью;6;91.12.000;S
91.12.140;;Услуги профессиональных организаций по установлению критериев оценки практической деятельности различных профессий и контролю за их соблюдением;6;91.12.000;S
91.12.990;;Прочие виды услуг, относящиеся к группировке 91.12.000;6;91.12.000;S
91.2;;Услуги, предоставляемые профессиональными союзами;4;91;
91.20.000;;Услуги, предоставляемые профессиональными союзами;5;91.2;
91.20.110;;Услуги по вопросам условий труда, предоставляемые профессиональными союзами;6;91.20.000;S
