code;measure;name;level;parent;type
17.71.990;Тысяча пар;Прочие виды товаров, относящиеся к группировке 17.71.000;6;17.71.000;G
17.72.000;;Трикотажные пуловеры, кардиганы и аналогичные изделия;5;17.7;
17.72.110;Штука;Трикотажные джемперы, пуловеры, кардиганы, жилеты и аналогичные изделия для мужчин и мальчиков из шерстяной пряжи или пряжи из тонкого волоса животных;6;17.72.000;G
17.72.120;Штука;Трикотажные джемперы, пуловеры, кардиганы, жилеты и аналогичные изделия для женщин и девочек из шерстяной пряжи или пряжи из тонкого волоса животных;6;17.72.000;G
17.72.130;Штука;Легкие тонкие трикотажные джемперы и пуловеры для мужчин и мальчиков;6;17.72.000;G
17.72.140;Штука;Легкие тонкие трикотажные джемперы и пуловеры для женщин и девочек из хлопчатобумажной и смешанной пряжи;6;17.72.000;G
17.72.210;Штука;Трикотажные джемперы, пуловеры, кардиганы, жилеты и аналогичные изделия из прочих текстильных материалов;6;17.72.000;G
17.72.990;Штука;Прочие виды товаров, относящиеся к группировке 17.72.000;6;17.72.000;G
18;;Одежда; меха;3;Подраздел DB;
18.1;;Одежда из кожи;4;18;
18.10.000;;Одежда из кожи;5;18.1;
18.10.110;Штука;Пальто и плащи из кожи;6;18.10.000;G
18.10.120;Штука;Куртки из кожи;6;18.10.000;G
18.10.130;Штука;Костюмы и комплекты из кожи;6;18.10.000;G
18.10.140;Штука;Пиджаки, блейзеры, жакеты из кожи;6;18.10.000;G
18.10.150;Штука;Брюки, бриджи, шорты из кожи;6;18.10.000;G
18.10.160;Штука;Юбки, юбки-брюки из кожи;6;18.10.000;G
18.10.990;Штука;Прочие виды товаров, относящиеся к группировке 18.10.000;6;18.10.000;G
18.2;;Прочая одежда и аксессуары;4;18;
18.21.000;;Спецодежда;5;18.2;
18.21.110;;Мужские комплекты и костюмы, куртки (пиджаки) и блейзеры, производственные и профессиональные;6;18.21.000;
18.21.111;Штука;Мужские комплекты и костюмы, производственные и профессиональные;7;18.21.110;G
18.21.112;Штука;Комплекты и костюмы для мальчиков, производственные и профессиональные;7;18.21.110;G
18.21.113;Штука;Мужские куртки (пиджаки) и блейзеры, производственные и профессиональные;7;18.21.110;G
18.21.114;Штука;Куртки (пиджаки) и блейзеры для мальчиков, производственные и профессиональные;7;18.21.110;G
18.21.120;;Мужские брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты, производственные и профессиональные;6;18.21.000;
18.21.121;Штука;Мужские брюки и бриджи, производственные и профессиональные;7;18.21.120;G
18.21.122;Штука;Брюки и бриджи для мальчиков, производственные и профессиональные;7;18.21.120;G
18.21.123;Штука;Мужские комбинезоны с нагрудниками и лямками (полукомбинезоны), производственные и профессиональные;7;18.21.120;G
18.21.130;;Женские комплекты и костюмы, куртки (жакеты, блейзеры), производственные и профессиональные;6;18.21.000;
18.21.131;Штука;Женские комплекты и костюмы, производственные и профессиональные;7;18.21.130;G
18.21.132;Штука;Комплекты и костюмы для девочек, производственные и профессиональные;7;18.21.130;G
18.21.133;Штука;Женские куртки (жакеты и блейзеры), производственные и профессиональные;7;18.21.130;G
18.21.134;Штука;Куртки (жакеты и блейзеры) для девочек, производственные и профессиональные;7;18.21.130;G
18.21.140;;Женские брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты, производственные и профессиональные;6;18.21.000;
18.21.141;Штука;Женские брюки и бриджи, производственные и профессиональные;7;18.21.140;G
18.21.142;Штука;Брюки и бриджи для девочек, производственные и профессиональные;7;18.21.140;G
18.21.143;Штука;Женские комбинезоны с нагрудниками и лямками (полукомбинезоны), производственные и профессиональные;7;18.21.140;G
18.21.210;Штука;Пальто, полупальто, плащи, производственные и профессиональные;6;18.21.000;G
18.21.310;Штука;Куртки, производственные и профессиональные;6;18.21.000;G
18.21.410;Штука;Комбинезоны, производственные и профессиональные;6;18.21.000;G
18.21.510;;Юбки, халаты, блузки, фартуки, жилеты, платья и сорочки, производственные и профессиональные;6;18.21.000;
18.21.511;Штука;Юбки, производственные и профессиональные;7;18.21.510;G
18.21.512;Штука;Халаты, производственные и профессиональные;7;18.21.510;G
18.21.513;Штука;Блузки, производственные и профессиональные;7;18.21.510;G
18.21.514;Штука;Фартуки, производственные и профессиональные;7;18.21.510;G
18.21.515;Штука;Жилеты, производственные и профессиональные;7;18.21.510;G
18.21.516;Штука;Платья, производственные и профессиональные;7;18.21.510;G
18.21.517;Штука;Сорочки, производственные и профессиональные;7;18.21.510;G
18.21.990;Штука;Прочие виды товаров, относящиеся к группировке 18.21.000;6;18.21.000;G
18.22.000;;Верхняя одежда;5;18.2;
18.22.110;;Мужские или для мальчиков пальто, куртки, плащи, плащи с капюшонами, анораки и аналогичные изделия, трикотажные;6;18.22.000;
18.22.111;Штука;Мужские или для мальчиков пальто, плащи, плащи с капюшонами и аналогичные изделия, трикотажные;7;18.22.110;G
18.22.112;Штука;Мужские или для мальчиков теплые куртки (включая лыжные), трикотажные;7;18.22.110;G
18.22.113;Штука;Мужские или для мальчиков ветровки, штормовки и аналогичные изделия, трикотажные;7;18.22.110;G
18.22.120;;Мужские или для мальчиков костюмы, комплекты, пиджаки, блейзеры, брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты, трикотажные;6;18.22.000;
18.22.121;Штука;Мужские или для мальчиков костюмы, трикотажные;7;18.22.120;G
18.22.122;Штука;Мужские или для мальчиков комплекты, трикотажные;7;18.22.120;G
18.22.123;Штука;Мужские или для мальчиков пиджаки, блейзеры (жакеты), трикотажные;7;18.22.120;G
18.22.124;Штука;Мужские или для мальчиков брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты, трикотажные;7;18.22.120;G
18.22.130;;Женские или для девочек пальто, куртки, плащи, плащи с капюшонами, анораки, ветровки, трикотажные;6;18.22.000;
18.22.131;Штука;Женские или для девочек пальто, плащи, плащи с капюшонами и аналогичные изделия, трикотажные;7;18.22.130;G
18.22.132;Штука;Женские или для девочек теплые куртки (включая лыжные), трикотажные;7;18.22.130;G
18.22.133;Штука;Женские или для девочек ветровки, штормовки и аналогичные изделия, трикотажные;7;18.22.130;G
18.22.140;;Женские или для девочек костюмы, комплекты, жакеты, платья, юбки, брюки, комбинезоны с нагрудниками и лямками, шорты, трикотажные;6;18.22.000;
18.22.141;Штука;Женские или для девочек костюмы, трикотажные;7;18.22.140;G
18.22.142;Штука;Женские или для девочек комплекты, трикотажные;7;18.22.140;G
18.22.143;Штука;Женские или для девочек жакеты (блейзеры), трикотажные;7;18.22.140;G
18.22.144;Штука;Женские или для девочек платья, сарафаны, трикотажные;7;18.22.140;G
18.22.145;Штука;Женские или для девочек юбки, юбки-брюки, трикотажные;7;18.22.140;G
18.22.146;Штука;Женские или для девочек брюки и бриджи, трикотажные;7;18.22.140;G
18.22.147;Штука;Женские или для девочек комбинезоны с нагрудниками и лямками, шорты, трикотажные;7;18.22.140;G
18.22.210;;Мужские или для мальчиков пальто, куртки, плащи, плащи с капюшонами, анораки, ветровки, штормовки и аналогичные изделия;6;18.22.000;
18.22.211;Штука;Мужские или для мальчиков пальто и полупальто;7;18.22.210;G
18.22.212;Штука;Мужские или для мальчиков плащи, плащи с капюшонами и аналогичные изделия;7;18.22.210;G
18.22.213;Штука;Мужские или для мальчиков теплые куртки (включая лыжные);7;18.22.210;G
18.22.214;Штука;Мужские или для мальчиков ветровки, штормовки и аналогичные изделия;7;18.22.210;G
18.22.220;;Мужские или для мальчиков костюмы и комплекты;6;18.22.000;
18.22.221;Штука;Мужские или для мальчиков костюмы;7;18.22.220;G
18.22.222;Штука;Мужские или для мальчиков комплекты;7;18.22.220;G
18.22.230;;Мужские или для мальчиков пиджаки и блейзеры;6;18.22.000;
18.22.231;Штука;Мужские или для мальчиков пиджаки;7;18.22.230;G
18.22.232;Штука;Мужские или для мальчиков блейзеры;7;18.22.230;G
18.22.240;;Мужские или для мальчиков брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты;6;18.22.000;
18.22.241;Штука;Мужские или для мальчиков брюки;7;18.22.240;G
18.22.242;Штука;Мужские или для мальчиков комбинезоны и полукомбинезоны;7;18.22.240;G
18.22.243;Штука;Мужские или для мальчиков бриджи и шорты;7;18.22.240;G
18.22.310;;Женские или для девочек пальто, куртки, плащи, плащи с капюшонами, анораки, ветровки и аналогичные изделия;6;18.22.000;
18.22.311;Штука;Женские или для девочек пальто и полупальто;7;18.22.310;G
18.22.312;Штука;Женские или для девочек плащи, плащи с капюшонами и аналогичные изделия;7;18.22.310;G
18.22.313;Штука;Женские или для девочек теплые куртки (включая лыжные);7;18.22.310;G
18.22.314;Штука;Женские или для девочек ветровки, штормовки и аналогичные изделия;7;18.22.310;G
18.22.320;;Женские или для девочек костюмы и комплекты;6;18.22.000;
18.22.321;Штука;Женские или для девочек костюмы;7;18.22.320;G
18.22.322;Штука;Женские или для девочек комплекты;7;18.22.320;G
18.22.330;Штука;Женские или для девочек жакеты;6;18.22.000;G
18.22.340;;Женские или для девочек платья, юбки и юбки-брюки;6;18.22.000;
18.22.341;Штука;Женские или для девочек платья, сарафаны;7;18.22.340;G
18.22.342;Штука;Женские или для девочек юбки и юбки-брюки;7;18.22.340;G
18.22.350;;Женские или для девочек брюки, комбинезоны с нагрудниками и лямками, бриджи и шорты;6;18.22.000;
18.22.351;Штука;Женские или для девочек брюки и бриджи;7;18.22.350;G
18.22.352;Штука;Женские или для девочек комбинезоны с нагрудниками и лямками (полукомбинезоны);7;18.22.350;G
18.22.353;Штука;Женские или для девочек комбинезоны;7;18.22.350;G
18.22.354;Штука;Женские или для девочек шорты;7;18.22.350;G
18.22.410;;Ношеная одежда и прочие изделия, бывшие в употреблении;6;18.22.000;
18.22.411;Тонна;Ношеная одежда, принадлежности одежды, бывшие в употреблении;7;18.22.410;G
18.22.412;Тонна;Одеяла и пледы, бывшие в употреблении;7;18.22.410;G
18.22.413;Тонна;Постельное и столовое белье, бывшее в употреблении;7;18.22.410;G
18.22.414;Тонна;Декоративные изделия (кроме ковров и гобеленовых изделий), бывшие в употреблении;7;18.22.410;G
18.22.415;Тонна;Обувь (кроме обуви из асбеста), бывшая в употреблении;7;18.22.410;G
18.22.416;Тонна;Головные уборы, бывшие в употреблении;7;18.22.410;G
18.22.990;;Прочие виды товаров, относящиеся к группировке 18.22.000;6;18.22.000;G
18.23.000;;Нательное белье;5;18.2;
18.23.110;Штука;Мужские или для мальчиков рубашки, трикотажные;6;18.23.000;G
18.23.120;;Мужские или для мальчиков кальсоны, трусы, пижамы, халаты и аналогичные изделия, трикотажные;6;18.23.000;
18.23.121;Штука;Мужские или для мальчиков кальсоны, трусы, трикотажные;7;18.23.120;G
18.23.122;Штука;Мужские или для мальчиков ночные рубашки и пижамы, трикотажные;7;18.23.120;G
18.23.123;Штука;Мужские или для мальчиков халаты, трикотажные;7;18.23.120;G
18.23.130;Штука;Женские или для девочек блузки, рубашки и батники, трикотажные;6;18.23.000;G
18.23.140;;Женские или для девочек комбинации, нижние юбки, трусы, панталоны, ночные рубашки, халаты и аналогичные изделия, трикотажные;6;18.23.000;
18.23.141;Штука;Женские или для девочек трусы и панталоны, трикотажные;7;18.23.140;G
18.23.142;Штука;Женские или для девочек ночные рубашки и пижамы, трикотажные;7;18.23.140;G
18.23.143;Штука;Женские или для девочек комбинации и нижние юбки, трикотажные;7;18.23.140;G
18.23.144;Штука;Женские или для девочек халаты (включая купальные), пеньюары, трикотажные;7;18.23.140;G
18.23.210;Штука;Мужские или для мальчиков рубашки, кроме трикотажных;6;18.23.000;G
18.23.220;;Мужские или для мальчиков майки и прочие нижние рубашки, кальсоны, трусы, пижамы и халаты, кроме трикотажных;6;18.23.000;
18.23.221;Штука;Мужские или для мальчиков трусы и кальсоны, кроме трикотажных;7;18.23.220;G
18.23.222;Штука;Мужские или для мальчиков пижамы, кроме трикотажных;7;18.23.220;G
18.23.223;Штука;Мужские или для мальчиков купальные и домашние халаты, кроме трикотажных;7;18.23.220;G
18.23.224;Штука;Мужские или для мальчиков майки и нательные фуфайки, кроме трикотажных;7;18.23.220;G
18.23.230;Штука;Женские или для девочек блузки, рубашки и батники, кроме трикотажных;6;18.23.000;G
18.23.240;;Женские или для девочек майки и прочие нижние рубашки, комбинации, нижние юбки, трусы, панталоны, ночные рубашки, купальные халаты, домашние халаты и аналогичные изделия, кроме трикотажных;6;18.23.000;
18.23.241;Штука;Женские или для девочек комбинации и нижние юбки, кроме трикотажных;7;18.23.240;G
18.23.242;Штука;Женские или для девочек ночные рубашки и пижамы, кроме трикотажных;7;18.23.240;G
18.23.243;Штука;Женские или для девочек пеньюары, купальные и домашние халаты и аналогичные изделия, кроме трикотажных;7;18.23.240;G
18.23.244;Штука;Женские или для девочек майки и нательные фуфайки, кроме трикотажных;7;18.23.240;G
18.23.245;Штука;Женские или для девочек трусы, панталоны и аналогичные изделия, кроме трикотажных;7;18.23.240;G
18.23.250;;Бюстгальтеры, пояса, корсеты, подтяжки, помочи, подвязки и аналогичные изделия и их части;6;18.23.000;
18.23.251;Штука;Бюстгальтеры;7;18.23.250;G
18.23.252;Штука;Пояса и пояса-трусы;7;18.23.250;G
18.23.253;Штука;Грации;7;18.23.250;G
18.23.254;Штука;Подтяжки, подвязки и аналогичные изделия;7;18.23.250;G
18.23.310;Штука;Футболки, тенниски, майки, фуфайки, трикотажные;6;18.23.000;G
18.23.990;Штука;Прочие виды товаров, относящиеся к группировке 18.23.000;6;18.23.000;G
18.24.000;;Прочая одежда и аксессуары, не включенные в другие группировки;5;18.2;
18.24.110;;Одежда и аксессуары одежды для детей младшего возраста, трикотажные;6;18.24.000;
18.24.111;Штука;Распашонки, "кимоно", кофточки для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.112;Штука;Ползунки для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.113;Штука;Рейтузы и изделия чулочно-носочные для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.114;Штука;Костюмы, гарнитуры, комбинезоны для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.115;Штука;Перчатки, варежки и митенки для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.116;Штука;Пеленки, стеганые одеяла, конверты для детей младшего возраста, трикотажные;7;18.24.110;G
18.24.120;;Спортивные костюмы, лыжные костюмы, купальные костюмы и прочая одежда, трикотажные;6;18.24.000;
18.24.121;Штука;Спортивные костюмы, трикотажные;7;18.24.120;G
18.24.122;Штука;Лыжные костюмы, трикотажные;7;18.24.120;G
18.24.123;Штука;Мужские или для мальчиков купальные костюмы и плавки, трикотажные;7;18.24.120;G
18.24.124;Штука;Женские или для девочек купальные костюмы и плавки, трикотажные;7;18.24.120;G
18.24.130;Штука;Перчатки, рукавицы (варежки) и митенки, трикотажные;6;18.24.000;G
18.24.140;;Прочие аксессуары одежды и части одежды или аксессуаров одежды, трикотажные;6;18.24.000;
18.24.141;Штука;Шали, шарфы, платки, кашне, мантильи, вуали, вуалетки и аналогичные изделия, трикотажные;7;18.24.140;G
18.24.142;Штука;Галстуки, бабочки и шейные платки, трикотажные;7;18.24.140;G
18.24.143;Штука;Воротники, манжеты, трикотажные;7;18.24.140;G
18.24.210;Штука;Одежда для детей младшего возраста и аксессуары одежды из текстильных материалов, кроме трикотажных;6;18.24.000;G
18.24.220;;Спортивные костюмы, лыжные костюмы, купальные костюмы; прочая одежда, кроме трикотажной;6;18.24.000;
18.24.221;Штука;Мужские или для мальчиков спортивные костюмы, кроме трикотажных;7;18.24.220;G
18.24.222;Штука;Прочая мужская или для мальчиков одежда, кроме трикотажной;7;18.24.220;G
18.24.223;Штука;Женские или для девочек спортивные костюмы, кроме трикотажных;7;18.24.220;G
18.24.224;Штука;Прочая женская или для девочек одежда, кроме трикотажной;7;18.24.220;G
18.24.225;Штука;Лыжные костюмы, кроме трикотажных;7;18.24.220;G
18.24.226;Штука;Мужские или для мальчиков купальные костюмы и плавки, кроме трикотажных;7;18.24.220;G
18.24.227;Штука;Женские или для девочек купальные костюмы и плавки, кроме трикотажных;7;18.24.220;G
18.24.230;;Носовые платки, шали, галстуки, перчатки и прочие предметы готовой одежды; части одежды или аксессуаров к одежде, из текстильных материалов, кроме трикотажных, не включенные в другие группировки;6;18.24.000;
18.24.231;Штука;Носовые платки из текстильных материалов, кроме трикотажных, не включенные в другие группировки;7;18.24.230;G
18.24.232;Штука;Шали, шарфы, платки, кашне, мантильи, вуали, вуалетки и аналогичные изделия из текстильных материалов, кроме трикотажных, не включенные в другие группировки;7;18.24.230;G
18.24.233;Штука;Галстуки, галстуки-бабочки и шейные платки из текстильных материалов, кроме трикотажных, не включенные в другие группировки;7;18.24.230;G
18.24.234;Пара;Перчатки, варежки и митенки из текстильных материалов (включая кружева), кроме трикотажных;7;18.24.230;G
18.24.235;Пара;Защитные рукавицы, перчатки и аналогичные изделия из текстильных материалов, кроме трикотажных, не включенные в другие группировки;7;18.24.230;G
18.24.310;;Аксессуары одежды из натуральной или композиционной кожи;6;18.24.000;
18.24.311;Пара;Защитные перчатки, рукавицы, варежки, митенки из натуральной или композиционной кожи, не включенные в другие группировки;7;18.24.310;G
18.24.312;Пара;Перчатки, рукавицы, варежки, митенки из натуральной или композиционной кожи;7;18.24.310;G
18.24.313;Пара;Перчатки, рукавицы из натуральной кожи, подкладка меховая;7;18.24.310;G
18.24.314;Штука;Пояса, ремни, портупеи и патронташи из натуральной или композиционной кожи;7;18.24.310;G
18.24.320;;Одежда из фетра или нетканых материалов, из текстильных материалов с пропиткой или покрытием;6;18.24.000;
18.24.321;Штука;Одежда из трикотажного полотна с пропиткой или покрытием;7;18.24.320;G
18.24.322;Штука;Одежда из фетра, войлока или нетканых материалов, пропитанных или непропитанных, с покрытием или без покрытия, дублированных или недублированных;7;18.24.320;G
18.24.323;Штука;Пальто, плащи, плащи с капюшонами, куртки теплые (включая лыжные), ветровки, штормовки и аналогичные изделия из текстильных материалов, прорезиненных, с пропиткой или покрытием;7;18.24.320;G
18.24.420;;Шляпы и прочие головные уборы; сетки для волос;6;18.24.000;
18.24.421;Штука;Мужские фетровые шляпы, береты и прочие головные уборы, изготовленные из шляпных полуфабрикатов, плоских и цилиндрических заготовок, с подкладкой или без подкладки, с отделкой или без отделки;7;18.24.420;G
18.24.422;Штука;Женские фетровые шляпы, береты и прочие головные уборы, изготовленные из шляпных полуфабрикатов, плоских и цилиндрических заготовок, с подкладкой или без подкладки, с отделкой или без отделки;7;18.24.420;G
18.24.423;Штука;Фетровые шляпы для рабочих горячих цехов;7;18.24.420;G
18.24.424;Штука;Шляпы и прочие головные уборы, плетеные или изготовленные путем соединения полосок из различных материалов, с подкладкой или без подкладки, с отделкой или без отделки;7;18.24.420;G
18.24.425;Штука;Мужские или для мальчиков фуражки и кепи (швейные);7;18.24.420;G
18.24.426;Штука;Женские или для девочек фуражки и кепи (швейные);7;18.24.420;G
18.24.427;Штука;Мужские или для мальчиков шапки (швейные);7;18.24.420;G
18.24.428;Штука;Женские или для девочек шапки (швейные);7;18.24.420;G
18.24.431;Штука;Мужские или для мальчиков шляпы, панамы, береты (швейные);7;18.24.420;G
18.24.432;Штука;Женские или для девочек шляпы, панамы, береты (швейные);7;18.24.420;G
18.24.433;Штука;Прочие мужские или для мальчиков швейные головные уборы (тюбетейки, капюшоны, капоры и т.п.);7;18.24.420;G
18.24.434;Штука;Прочие женские или для девочек швейные головные уборы (тюбетейки, капюшоны, капоры и т.п.);7;18.24.420;G
18.24.435;Штука;Сетки для волос;7;18.24.420;G
18.24.436;Штука;Шляпы и прочие головные уборы, трикотажные;7;18.24.420;G
18.24.437;Штука;Шляпы и прочие головные уборы из кружевных полотен, фетра или прочих текстильных материалов, изготовленные из одного куска (но не из полосок), с подкладкой или без подкладки, с отделкой или без отделки;7;18.24.420;G
18.24.510;;Прочие головные уборы, ленты для шляп, подкладки, чехлы, шляпные каркасы, шляпные основы, козырьки и подбородочные ремни для головных уборов;6;18.24.000;
18.24.511;Штука;Мужские или для мальчиков меховые головные уборы;7;18.24.510;G
18.24.512;Штука;Женские или для девочек меховые головные уборы;7;18.24.510;G
18.24.513;Штука;Детские меховые головные уборы;7;18.24.510;G
18.24.514;Штука;Головные уборы из натуральной или комбинированной кожи;7;18.24.510;G
18.24.515;Штука;Прокладки, подкладки, чехлы, каркасы для шляп, козырьки и т.п. для головных уборов;7;18.24.510;G
18.24.990;Штука;Прочие виды товаров, относящиеся к группировке 18.24.000;6;18.24.000;G
18.3;;Меха; меховые изделия;4;18;
18.30.000;;Меха; меховые изделия;5;18.3;
18.30.110;;Дубленые или выделанные меховые шкуры;6;18.30.000;
18.30.111;Штука;Выделанные меховые шкурки норки целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.112;Штука;Выделанные меховые шкурки кролика или зайца целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.113;Штука;Выделанные меховые шкурки ягнят следующих пород: астраханской, курдючной, каракульской, персидской и аналогичных пород, а также ягнят индийской, китайской, монгольской или тибетской пород целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.114;Штука;Выделанные меховые шкурки бобра целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.115;Штука;Выделанные меховые шкурки ондатры целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.116;Штука;Выделанные меховые шкурки лисицы и песца целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.117;Штука;Выделанные меховые шкурки тюленя целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.118;Штука;Выделанные меховые шкурки калана или нутрии целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.121;Штука;Выделанные меховые шкурки сурка целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.122;Штука;Выделанные меховые шкурки диких животных семейства кошачьих целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.123;Штука;Выделанная меховая и шубная овчина целая, с головой, хвостом или лапами или без них, несобранная;7;18.30.110;G
18.30.124;Штука;Выделанные шкурки ягнят всех пород овец (кроме каракулево-смушковой) и козлят целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.125;Штука;Выделанные меховые шкурки горностая целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.126;Штука;Выделанные меховые шкурки соболя целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.127;Штука;Выделанные меховые шкурки куницы целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.128;Штука;Выделанные меховые шкурки выдры целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.131;Штука;Выделанные меховые шкурки колонка целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.132;Штука;Выделанные меховые шкурки хоря целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.133;Штука;Выделанные меховые шкурки енота целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.134;Штука;Выделанные меховые шкурки белки целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.135;Штука;Прочие выделанные меховые шкурки целые, с головой, хвостом или лапами или без них, несобранные;7;18.30.110;G
18.30.136;Штука;Выделанные хвосты лисицы и песца несобранные;7;18.30.110;G
18.30.137;Штука;Выделанные хвосты норки несобранные;7;18.30.110;G
18.30.138;Штука;Выделанные хвосты прочих животных несобранные;7;18.30.110;G
18.30.141;Штука;Выделанные части шкурок несобранные;7;18.30.110;G
18.30.142;Штука;Выделанный лоскут шкурок несобранный;7;18.30.110;G
18.30.143;Штука;Выделанные пластины пушно-меховые собранные;7;18.30.110;G
18.30.144;Штука;Прочие выделанные части шкурок пушно-меховых собранные;7;18.30.110;G
18.30.210;;Предметы одежды, аксессуары одежды и прочие изделия из меха, кроме головных уборов;6;18.30.000;
18.30.211;Штука;Пальто с верхом из натурального меха;7;18.30.210;G
18.30.212;Штука;Полупальто с верхом из натурального меха;7;18.30.210;G
18.30.213;Штука;Пиджаки, жакеты с верхом из натурального меха;7;18.30.210;G
18.30.214;Штука;Жилеты с верхом из натурального меха;7;18.30.210;G
18.30.215;Штука;Куртки с верхом из натурального меха;7;18.30.210;G
18.30.216;Штука;Пальто с верхом из натуральной кожи, подкладка меховая;7;18.30.210;G
18.30.217;Штука;Полупальто с верхом из натуральной кожи, подкладка меховая;7;18.30.210;G
18.30.218;Штука;Жилеты с верхом из натуральной кожи, подкладка меховая;7;18.30.210;G
18.30.221;Штука;Куртки с верхом из натуральной кожи, подкладка меховая;7;18.30.210;G
18.30.222;Штука;Пальто с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.223;Штука;Полупальто с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.224;Штука;Пиджаки, жакеты с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.225;Штука;Жилеты с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.226;Штука;Куртки с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.227;Штука;Костюмы с верхом из хлопчатобумажных тканей, подкладка меховая;7;18.30.210;G
18.30.228;Штука;Пальто с верхом из шерстяных тканей, подкладка меховая;7;18.30.210;G
18.30.231;Штука;Полупальто с верхом из шерстяных тканей, подкладка меховая;7;18.30.210;G
18.30.232;Штука;Пиджаки, жакеты с верхом из шерстяных тканей, подкладка меховая;7;18.30.210;G
18.30.233;Штука;Жилеты с верхом из шерстяных тканей, подкладка меховая;7;18.30.210;G
18.30.234;Штука;Куртки с верхом из шерстяных тканей, подкладка меховая;7;18.30.210;G
18.30.235;Штука;Пальто нагольные;7;18.30.210;G
18.30.236;Штука;Полупальто нагольные;7;18.30.210;G
18.30.237;Штука;Пиджаки, жакеты нагольные;7;18.30.210;G
18.30.238;Штука;Жилеты нагольные;7;18.30.210;G
18.30.241;Штука;Куртки нагольные;7;18.30.210;G
18.30.242;Штука;Полушубки нагольные овчинно-шубные;7;18.30.210;G
18.30.243;Штука;Тулупы нагольные овчинно-шубные;7;18.30.210;G
18.30.244;Штука;Бекеши нагольные овчинно-шубные;7;18.30.210;G
18.30.245;Штука;Пальто с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.246;Штука;Полупальто с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.247;Штука;Пиджаки, жакеты с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.248;Штука;Жилеты с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.251;Штука;Куртки с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.252;Штука;Полушубки с верхом из хлопчатобумажных тканей, подкладка из шубной овчины;7;18.30.210;G
18.30.253;Штука;Пальто с верхом из меха, комбинированного с другими материалами;7;18.30.210;G
18.30.254;Штука;Полупальто с верхом из меха, комбинированного с другими материалами;7;18.30.210;G
18.30.255;Штука;Пиджаки, жакеты с верхом из меха, комбинированного с другими материалами;7;18.30.210;G
18.30.256;Штука;Жилеты с верхом из меха, комбинированного с другими материалами;7;18.30.210;G
18.30.257;Штука;Куртки с верхом из меха, комбинированного с другими материалами;7;18.30.210;G
18.30.258;Штука;Куртки с верхом из синтетических тканей, подкладка меховая;7;18.30.210;G
18.30.261;Штука;Воротники из натурального меха;7;18.30.210;G
18.30.262;Штука;Пластины из шкурок и их частей, скрои из натурального меха;7;18.30.210;G
18.30.263;Штука;Подкладки для пальто из натурального меха;7;18.30.210;G
18.30.264;Штука;Женские уборы из натурального меха;7;18.30.210;G
18.30.265;Пара;Рукавицы из тканей, подкладка меховая;7;18.30.210;G
