Морги Москвы	http://www.mosritual.ru/mesta-zahoronenij/morgi/	Морги Москвы	russia, moscow	RU	Массив данных	HTML(table)														
Трупохранилища Москвы	http://www.mosritual.ru/mesta-zahoronenij/trupohranilischa/	Трупохранилища Москвы																		
ЗАГСы Москвы	http://www.mosritual.ru/mesta-zahoronenija/zagsy/	ЗАГСы Москвы	russia, moscow	RU	Массив данных	HTML(table)														
Храмы, синагоги и мечети Москвы практикующие отпевание	http://www.mosritual.ru/mesta-zahoronenija/hramy-sinagogi-mecheti/	Храмы, синагоги и мечети Москвы практикующие отпевание	russia, moscow	RU	Массив данных	HTML(table)														
Специализированные службы организации похорон	http://www.mosritual.ru/katalog/products/specializirovannye-sluzhby	Специализированные службы организации похорон	russia, moscow	RU	Массив данных	HTML(table)														
Уволенные агенты ГУП Мосритуал	http://www.mosritual.ru/pohoronnoe-delo-v-moskve/istoricheskaja-spravka/uvolennye-agenty/	Уволенные агенты ГУП Мосритуал	russia, moscow	RU	Массив данных	HTML(table)														
Расширенный поиск по картотеке дел Московского арбитражного суда	http://www.msk.arbitr.ru/info/ais/	Расширенный поиск по картотеке дел Московского арбитражного суда	russia, moscow, legal, court	RU	Форма поиска	HTML														
Судебные акты Арбитражного суда г. Москвы	http://www.msk.arbitr.ru/info/docdb/	Судебные акты Арбитражного суда г. Москвы	russia, moscow, legal, court, government	RU	Форма поиска	HTML														
Информация о банкротстве на сайте Арбитражного суда г. Москвы	http://www.msk.arbitr.ru/info/bankrupt/	Информация о банкротстве на сайте Арбитражного суда г. Москвы	russia, moscow, legal, court, government	RU	Форма поиска	HTML														
Реестр расходных обязательств города Москвы	http://www.findep.mos.ru/pages/363	Реестр расходных обязательств города Москвы	russia, moscow, government, finances, government	RU	Массив данных	XLS														
Реестр лицензиатов в сфере железнодорожного транспорта (02.2009)	http://www.rostransnadzor.ru/railway/registers/	Реестр лицензиатов в сфере железнодорожного транспорта (02.2009)	russia, government	RU	Массив данных	XLS														
РЕЕСТР одобренных учебно-тренажерных центров, реализующих программы тренажерной подготовки судоводителей и радиоспециалистов	http://rostransnadzor.ru/sea/registers/rtnregister_sea_tc.php	РЕЕСТР одобренных учебно-тренажерных центров, реализующих программы тренажерной подготовки судоводителей и радиоспециалистов	russia, government	RU	Массив данных	HTML(table)														
Реестр лицензий, предоставленных Ространснадзором на морском транспорте.	http://rostransnadzor.ru/sea/registers/	Реестр лицензий, предоставленных Ространснадзором на морском транспорте.	russia, government	RU	Массив данных	XLS														
Реестр учебно-тренажерных судов(УТС), береговых учебно-тенажерных центров (БУТЦ)признанных Федеральной службой по надзору в сфере транспорта, на право ведения подготовки моряков в соответствии с требованиями Главы V и VI Международной конвенции о подготовке и дипломировании моряков и несении вахты 1978 года с поправками (ПДНВ 78 с поправками).	http://rostransnadzor.ru/sea/registers/rtnregister_sea_uts.php	Реестр учебно-тренажерных судов(УТС), береговых учебно-тенажерных центров (БУТЦ)признанных Федеральной службой по надзору в сфере транспорта, на право ведения подготовки моряков в соответствии с требованиями Главы V и VI Международной конвенции о подготовке и дипломировании моряков и несении вахты 1978 года с поправками (ПДНВ 78 с поправками).	russia, government	RU	Массив данных	HTML(table)														
Реестр сертифицированны медицинских подразделений по состоянию на 12.03.2009.	http://rostransnadzor.ru/avia/registeravia/	Реестр сертифицированны медицинских подразделений по состоянию на 12.03.2009.	russia, government	RU	Массив данных	XLS														
Реестр лицензий на космическую деятельность	http://www.federalspace.ru/licence.asp	Реестр лицензий на космическую деятельность	russia, government, licensing, space	RU	Массив данных	DOC														
"База данных по режиму доступа российских товаров на зарубежные рынки"	http://mdb.economy.gov.ru/index.htm?menu_id=256	" База данных по режиму доступа российских товаров на зарубежные рынки"	russia, government, economy	RU	Форма поиска	HTML														
Бюллетени Счетной Палаты	http://www.ach.gov.ru/ru/bulletin/	Бюллетени Счетной Палаты	russia, government, economy	RU	Форма поиска	HTML														
Каталог отелей на сайте РосТуризма	http://www.russiatourism.ru/hotels/	Каталог отелей на сайте РосТуризма	russia, government, tourism	RU	Массив данных	HTML(table)														
Реестр федерального имущества	http://www.rosim.ru/_paging/0/doing/reestr_fi/	Реестр федерального имущества	russia, government	RU	Форма поиска	HTML														
Реализация арестованного, конфискованного и иного имущества	http://fpf.ru/sale.aspx?CatalogId=394	Реализация арестованного, конфискованного и иного имущества	russia, government	RU	Форма поиска	HTML														
Продажа высвобождаемого военного имущества	http://fpf.ru/sale.aspx?CatalogId=393	Продажа высвобождаемого военного имущества	russia, government	RU	Форма поиска	HTML														
Приватизация федерального имущества	http://fpf.ru/sale.aspx?CatalogId=392	Приватизация федерального имущества	russia, government	RU	Форма поиска	HTML														
Продажа недвижимости ФГУП	http://www.rosim.ru/doing/sale/	Продажа недвижимости ФГУП	russia, government	RU	Форма поиска	HTML														
Лицензирование деятельности по изготовлению защищенной полиграфической продукции	http://www1.minfin.ru/ru/public_debt/capital_issue/licensing/index.php?id4=108	Лицензирование деятельности по изготовлению защищенной полиграфической продукции	russia, government	RU	Массив данных	HTML(table)														
ПЕРЕЧЕНЬ НЕГОСУДАРСТВЕННЫХ ПЕНСИОННЫХ ФОНДОВ, ОСУЩЕСТВЛЯЮЩИХ ДЕЯТЕЛЬНОСТЬ ПО ОБЯЗАТЕЛЬНОМУ ПЕНСИОННОМУ СТРАХОВАНИЮ	http://www.pfrf.ru/content/view/2536/138/	ПЕРЕЧЕНЬ НЕГОСУДАРСТВЕННЫХ ПЕНСИОННЫХ ФОНДОВ, ОСУЩЕСТВЛЯЮЩИХ ДЕЯТЕЛЬНОСТЬ ПО ОБЯЗАТЕЛЬНОМУ ПЕНСИОННОМУ СТРАХОВАНИЮ	russia, government	RU	Массив данных	XLS														
Реестр аккредитованных организаций технической инвентаризации 	http://www.kadastr.ru/field_of_activity/technical_account/	Реестр аккредитованных организаций технической инвентаризации 	russia, government	RU	Массив данных	XLS														
Классификаторы для ведения Единого государственного реестра объектов капитального строительства	http://www.kadastr.ru/field_of_activity/technical_account/	Классификаторы для ведения Единого государственного реестра объектов капитального строительства	russia, government	RU	Массив данных	DOC														
Перечень пунктов пропуска через государственную границу РФ	http://www.rosgranitsa.ru/about/docs/pp/1724-r	Перечень пунктов пропуска через государственную границу РФ	russia, government	RU	Массив данных	HTML														
Всероссийский реестр видовв спорта	http://sport.minstm.gov.ru/13/181/	Всероссийский реестр видовв спорта	russia, government, sport	RU	Массив данных	DOC														
Реестр субъектов естественных монополий в топливно-энергетическом комплексе транспортировка газа по трубопроводам	http://www.fstrf.ru/otrasli/gas/viewdoc?url=/fst/dep/law/doc/21	Реестр субъектов естественных монополий в топливно-энергетическом комплексе транспортировка газа по трубопроводам	russia, government	RU	Массив данных	DOC														
Реестр субъектов естественных монополий в топливно-энергетическом комплексе транспортировка нефти и (или) нефтепродуктов по магистральным трубопроводам	http://www.fstrf.ru/otrasli/oil/viewdoc?url=/fst/dep/law/doc/22	Реестр субъектов естественных монополий в топливно-энергетическом комплексе транспортировка нефти и (или) нефтепродуктов по магистральным трубопроводам	russia, government	RU	Массив данных	DOC														
"Реестр субъектов естественных монополий на транспорте"	http://www.fstrf.ru/otrasli/terminal/viewdoc?url=/fst/dep/law/doc/26	"Реестр субъектов естественных монополий на транспорте"	russia, government	RU	Массив данных	DOC														
Реестр субъектов естественных монополий в области связи	http://www.fstrf.ru/otrasli/con/viewdoc?url=/fst/dep/law/doc/36	Субъекты естественных монополий в области связи	russia, government	RU	Массив данных	DOC														
Реестр субъектов естественных монополий в топливно-энергетическом комплексе	http://www.fstrf.ru/otrasli/electro/viewdoc?url=/fst/dep/law/doc/20	Реестр субъектов естественных монополий в топливно-энергетическом комплексе	russia, government	RU	Массив данных	DOC														
"Реестр субъектов естественных монополий на транспорте"	http://www.fstrf.ru/otrasli/transport/viewdoc?url=/fst/dep/law/doc/26	"Реестр субъектов естественных монополий на транспорте"	russia, government	RU	Массив данных	DOC														
Экспертные организации ФСТ	http://www.fstrf.ru/expert_org/list_orgs	Экспертные организации ФСТ	russia, government	RU	Массив данных	HTML(table)														
Базы данных Роспатента	http://www1.fips.ru/wps/wcm/connect/content_ru/ru/inform_resources/inform_retrieval_system/article_2/article_1	Базы данных Роспатента	russia, government	RU	Каталог ссылок															
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
