Территориальные учреждения Банка России	 http://www.cbr.ru/today/structure/territorial_subdivisions.asp	Территориальные учреждения Банка России	russia, finances, government	RU	Массив данных	HTML(table)														
Реестр лицензий на ввоз ветеринарных фармпрепаратов	http://fsvps.ru/fsvps-license/publicui?_action=listLicenses	Реестр лицензий на ввоз ветеринарных фармпрепаратов	russia, government, medicine	RU	Форма поиска	HTML														
Регистрация лекарственных препаратов и добавок	http://www.fsvps.ru/fsvps-regcrt/operatorui?_action=clearRequestsList	Регистрация лекарственных препаратов и добавок	russia, government, medicine	RU	Форма поиска	HTML														
Список лекарственных препаратов для животных	http://www.fsvps.ru/fsvps-regcrt/operatorui?_action=printRequestsStandalone	Список лекарственных препаратов для животных	russia, government, medicine	RU	Форма поиска	HTML														
Россельхознадзор. Регистрация кормов полученных из ГМО - справочник заявок	http://www.fsvps.ru/fsvps-regcrtgmo/operatoruigmo?_action=clearRequestsList	Россельхознадзор. Регистрация кормов полученных из ГМО - справочник заявок	russia, government, medicine	RU	Форма поиска	HTML														
Список территориальных управлений федеральной службы потребительского надзора	http://www.rospotrebnadzor.ru/federal_service/structure/subject/	Список территориальных управлений федеральной службы потребительского надзора	russia, government	RU	Массив данных	HTML(table)														
Центры гигиены и эпидемиологии Роспотребнадзора	http://www.rospotrebnadzor.ru/federal_service/structure/centres/	Центры гигиены и эпидемиологии Роспотребнадзора	russia, government	RU	Массив данных	HTML(table)														
Научно-исследовательские институты Роспотребнадзора	http://www.rospotrebnadzor.ru/federal_service/structure/institute/	Научно-исследовательские институты Роспотребнадзора	russia, government	RU	Массив данных	HTML(table)														
Противочумные учреждения Роспотребнадзора	http://www.rospotrebnadzor.ru/federal_service/structure/chuma/	Противочумные учреждения Роспотребнадзора	russia, government	RU	Массив данных	HTML(table)														
Дезинфекционные станции Роспотребнадзора	http://www.rospotrebnadzor.ru/federal_service/structure/other/	Дезинфекционные станции Роспотребнадзора	russia, government	RU	Массив данных	HTML(table)														
Реестр выданных лицензий на деятельность, связанную с использованием возбудителей инфекционных заболеваний, и лицензий на деятельность в области использования источников ионизирующего излучения (генерирующих) (выданные Федеральной службой, включая Управления)	http://fp.crc.ru/licenfr/?type=list	Реестр выданных лицензий на деятельность, связанную с использованием возбудителей инфекционных заболеваний, и лицензий на деятельность в области использования источников ионизирующего излучения (генерирующих) (выданные Федеральной службой, включая Управления)	russia, government	RU	Массив данных	HTML(table)														
Реестр продукции, прошедшей государственную регистрацию (выданные Федеральной службой, включая Управления)	http://fp.crc.ru/gosregfr/?type=list	Реестр продукции, прошедшей государственную регистрацию (выданные Федеральной службой, включая Управления)	russia, government	RU	Массив данных	HTML(table)														
Реестры Роспотребнадзора и сан.-эпид. службы России	http://fp.crc.ru/	Реестры Роспотребнадзора и сан.-эпид. службы России	russia, government	RU	Каталог массивов данных	HTML(table)														
Экспертные организации ФСТ РФ	http://www.fstrf.ru/about/expert_org	Экспертные организации ФСТ РФ	russia, government	RU	Массив данных	HTML(table)														
Региональные регулирующие органы ФСТ РФ	http://www.fstrf.ru/about/region/showlist	Региональные регулирующие органы ФСТ РФ	russia, government	RU	Массив данных	HTML(table)														
Реестр объединений субъектов страхового дела	http://www.fssn.ru/www/site.nsf/web/doc_11072008094250.html	Реестр объединений субъектов страхового дела	russia, government	RU	Массив данных	XLS														
Единый государственный реестр субъектов страхового дела	http://www.fssn.ru/www/site.nsf/web/doc_11072008093910.html	Единый государственный реестр субъектов страхового дела	russia, government	RU	Массив данных	XLS														
Реестр организаций осуществляющих юридическую регистрацию (SPRO)	http://www.gnivc.ru/Document.aspx?id=734	Реестр организаций осуществляющих юридическую регистрацию (SPRO)	russia, government	RU	Массив данных	DBF														
Банк судебных актов и документов Высшего Арбитражного Суда Российской Федерации	http://www.arbitr.ru/decision/vas_obraz/	Банк судебных актов и документов Высшего Арбитражного Суда Российской Федерации	russia, government, legal	RU	Форма поиска	HTML														
Банк решений арбитражных судов (ИС БРАС v. 2.0)	http://www.arbitr.ru/bras/	Банк решений арбитражных судов (ИС БРАС v. 2.0)	russia, government, legal	RU	Форма поиска	HTML														
Информация по судебным делам Высшего арбитражного суда	http://www.arbitr.ru/as/vas/ais2/	Информация по судебным делам Высшего арбитражного суда	russia, government, legal	RU	Форма поиска	HTML														
Перечень аккредитованных аттестационных (лицензионных) центров в области защиты информации	http://www.fstec.ru/_razd/_lico.htm	Перечень аккредитованных аттестационных (лицензионных) центров в области защиты информации	russia, government, security	RU	Массив данных	XLS														
Реестр выданных лицензий на деятельность по технической защите конфиденциальной информации	http://www.fstec.ru/_razd/_lico.htm	Реестр выданных лицензий на деятельность по технической защите конфиденциальной информации	russia, government, security	RU	Массив данных	XLS														
Реестр выданных лицензий на деятельность по разработке и (или) производству средств защиты конфиденциальной информаци	http://www.fstec.ru/_razd/_lico.htm	Реестр выданных лицензий на деятельность по разработке и (или) производству средств защиты конфиденциальной информаци	russia, government, security	RU	Массив данных	XLS														
Государственный реестр сертифицированных средств защиты информации	http://www.fstec.ru/_razd/_serto.htm	Государственный реестр сертифицированных средств защиты информации	russia, government, security	RU	Массив данных	XLS														
Перечень органов по аттестации Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	http://www.fstec.ru/_razd/_serto.htm	Перечень органов по аттестации Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	russia, government, security	RU	Массив данных	XLS														
Перечень испытательных лабораторий Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	http://www.fstec.ru/_razd/_serto.htm	Перечень испытательных лабораторий Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	russia, government, security	RU	Массив данных	XLS														
Перечень органов по сертификации Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	http://www.fstec.ru/_razd/_serto.htm	Перечень органов по сертификации Системы сертификации средств защиты информации по требованиям безопасности информации ФСТЭК России	russia, government, security	RU	Массив данных	XLS														
Реестр членов СРО НКСО	http://www.nprko.ru/pages_308.html	Реестр членов СРО НКСО	russia	RU	Массив данных	XLS														
Государственные судебно-экспертные учреждения Минюста России	http://www.sudexpert.ru/organiz.htm	Государственные судебно-экспертные учреждения Минюста России	russia, legal	RU	Массив данных	HTML(table)														
Учетные списки, зарегистрированных эмблем некоммерческих организаций и символики общественных объединений:	http://www.minjust.ru/ru/activity/nko/simvol/	Учетные списки, зарегистрированных эмблем некоммерческих организаций и символики общественных объединений:	russia, legal, government	RU	Массив данных	XLS														
Реестр аудиторов и аудиторских организаций Российской Коллегии аудиторов	http://www.rkanp.ru/?id=2189&w=0809	Реестр аудиторов и аудиторских организаций Российской Коллегии аудиторов	russia, legal	RU	Массив данных	PDF														
Члены ассоциации союза упаковщиков	http://www.soyuzupak.ru/members/mem1.htm	Члены ассоциации союза упаковщиков	russia	RU	Массив данных	HTML(table)														
Члены Алмазной Палаты России	http://www.diamond-chamber.ru/rus/Member.htm	Члены Алмазной Палаты России	russia	RU	Массив данных	HTML(table)														
Научно-промышленная ассоциация арматурострителей	http://www.npa-arm.org/index.php?option=com_catalog&Itemid=66	Научно-промышленная ассоциация арматурострителей	russia	RU	Массив данных	HTML(table)														
Ассоциация гражданских аэропортов	http://www.airport.org.ru/04_02_member.html	Ассоциация гражданских аэропортов	russia	RU	Массив данных	DOC														
Российская гильдия риэлторов	http://www.rgr.ru/Guild/MemberList/default.aspx	Российская гильдия риэлторов	russia	RU	Форма поиска	HTML														
Члены ассоциации российских морских портов	http://www.morport.com/rus/about/members/	Члены ассоциации российских морских портов	russia	RU	Массив данных	HTML(table)														
Российский союз кожевенников	http://www.souzkogevnikov.ru/partner_5.html	Российский союз кожевенников	russia	RU	Массив данных	HTML(table)														
ГЛАВНЫЙ  РЕЕСТР ЛИЦЕНЗИЙ РОСГИДРОМЕТА  НА ОСУЩЕСТВЛЕНИЕ ДЕЯТЕЛЬНОСТИ В ОБЛАСТИ ГИДРОМЕТЕОРОЛОГИИ И СМЕЖНЫХ С НЕЙ ОБЛАСТЯХ	http://www.meteorf.ru/rgm2.aspx?RgmFolderID=fa1330c4-10b9-4128-b5d1-9cc78ef94477	ГЛАВНЫЙ  РЕЕСТР ЛИЦЕНЗИЙ РОСГИДРОМЕТА  НА ОСУЩЕСТВЛЕНИЕ ДЕЯТЕЛЬНОСТИ В ОБЛАСТИ ГИДРОМЕТЕОРОЛОГИИ И СМЕЖНЫХ С НЕЙ ОБЛАСТЯХ	russia, government	RU	Массив данных	DOC														
Кадровый резерв при президенте России	http://www.kremlin.ru/articles/kadry.shtml	Кадровый резерв при президенте России	russia, government	RU	Массив данных	DOC														
Реестр адвокатов Москвы	http://www.advokatymoscow.ru/reestr.php	Реестр адвокатов Москвы	russia, legal	RU	Массив данных	XLS														
Телефонные коды Мегафон-Поволжье	http://megafonvolga.ru/abonent/numbertable/	Телефонные коды Мегафон-Поволжье	russia, phone	RU	Массив данных	HTML(table)														
Реестр лицензий эксплуатантов авиационной техники	http://www.favt.ru/lic/index.php?idmd=lic_rle	Реестр лицензий эксплуатантов авиационной техники	russia, government, avia	RU	Массив данных	HTML(table)														
Реестр организаций, осуществляющих деятельность по организационному обеспечению полетов воздушных судов.	http://www.favt.ru/cooop/index.php?idmd=cooop_02_08	Реестр организаций, осуществляющих деятельность по организационному обеспечению полетов воздушных судов.	russia, government, avia	RU	Массив данных	HTML(table)														
Перечень аэропортов, включенных в Государственный реестр аэропортов Российской Федерации	http://www.favt.ru/ap/ap_rga/	Перечень аэропортов, включенных в Государственный реестр аэропортов Российской Федерации	russia, government, avia	RU	Массив данных	HTML(table)														
Список эксплуатантов коммерческой гражданской авиации	http://www.favt.ru/airl/airl_r/index.php	Список эксплуатантов коммерческой гражданской авиации	russia, government, avia	RU	Массив данных	HTML(table)														
Реестр информационных ресурсов Вологодской области	http://vologda-oblast.ru/gir.asp?LNG=RUS&TR=1	Реестр информационных ресурсов Вологодской области	russia, government	RU	Массив данных	HTML(table)														
Реестр информационных ресурсов Тюменской области	http://reestr.admtyumen.ru/	Реестр информационных ресурсов Тюменской области	russia, government	RU	Массив данных	HTML(table)														
Реестр государственных информационных ресурсов Ярославской области	http://www.adm.yar.ru/gir.aspx	Реестр государственных информационных ресурсов Ярославской области	russia, government	RU	Массив данных	HTML(table)														
"OZON.RU Каталог товаров XML"	http://www.ozon.ru/context/partner_xml/	"OZON.RU Каталог товаров XML"	russia, books	RU	Массив данных	XML, XLS														
OZON.RU веб сервис	http://www.ozon.ru/context/partner_xml/	OZON.RU веб сервис	russia, books, api	RU	API	WSDL														
API Яндекс.Карты	http://api.yandex.ru/maps/	API Яндекс.Карты	russia, maps, geo, api	RU	API	XML, JSON														
Поиск Яндекс.XML	http://xml.yandex.ru/	Поиск Яндекс.XML	russia, search, api	RU	API	XML, JSON														
Архивы по партнёрской программе Болеро	http://www.bolero.ru/partners/index.php?nstep=catalog	Архивы по партнёрской программе Болеро	russia, books	RU	Массив данных	CSV														
"Данные по книгам магазина ""Книжная орбита"""	http://www.knor.ru/cgi-bin/part.pl?bd	"Данные по книгам магазина ""Книжная орбита"""	russia, books	RU	Массив данных	CSV														
API социальной сети TooDoo	http://toodoo.ru/support/api	API социальной сети TooDoo	russia, api, social	RU	API	XML														
API для социальной сети Memori	http://memori.ru/instruments/	API для социальной сети Memori	russia, api, social	RU	API	XML														
Реестры Банка России	http://www.cbr.ru/analytics/registers.asp	Реестры Банка России	russia, government, finances	RU	Каталог массивов данных	DOC														
База данных по памятным и инвестиционным монетам	http://www.cbr.ru/bank-notes_coins/Coins_base/	База данных по памятным и инвестиционным монетам	russia, government, finances	RU	Форма поиска	HTML														
"Банк России. Веб - сервис для получения ежедневных данных (курсы валют, учетные цены драг. металлов...)"	http://www.cbr.ru/scripts/Root.asp?Prtid=DWS	"Банк России. Веб - сервис для получения ежедневных данных (курсы валют, учетные цены драг. металлов...)"	russia, government, finances	RU	API	XML, WSDL														
"Банк России. Веб - сервис для получения данных регионального раздела"	http://www.cbr.ru/scripts/Root.asp?Prtid=WSR	"Банк России. Веб - сервис для получения данных регионального раздела"	russia, government, finances	RU	API	XML, WSDL														
"Банк России. Веб - сервис для получения информации справочника по кредитным организациям"	http://www.cbr.ru/scripts/Root.asp?Prtid=WSCO	"Банк России. Веб - сервис для получения информации справочника по кредитным организациям"	russia, government, finances	RU	API	XML, WSDL														
"Банк России. Веб - сервис для получения информации по рынку ценных бумаг"	http://www.cbr.ru/scripts/Root.asp?Prtid=SEC	"Банк России. Веб - сервис для получения информации по рынку ценных бумаг"	russia, government, finances	RU	API	XML, WSDL														
"Банк России. Веб - сервис для поисковой системы"	http://www.cbr.ru/scripts/Root.asp?Prtid=WSRP	"Банк России. Веб - сервис для поисковой системы"	russia, government, finances	RU	API	XML, WSDL														
Банк России. XML сервисы	http://www.cbr.ru/scripts/Root.asp?Prtid=SXML	Банк России. XML сервисы	russia, government, finances	RU	API	XML														
Статистика торгов РТС	http://ftp.rts.ru/pub/info/stats/	Статистика торгов РТС	russia, finances, stockmarket	RU	Массив данных	XLS														
Статистика торгов по FORTS на РТС	http://ftp.rts.ru/pub/FORTS/pubstat/	Статистика торгов по FORTS на РТС	russia, finances, stockmarket	RU	Массив данных	XLS														
Сервис перераспространения информации с ММВБ	http://www.micex.ru/services/marketdata/delayed_data/500	Платный сервис 	russia, finances, stockmarket	RU	Массив данных	XML														
Список участников торгов ММВБ	http://www.micex.ru/markets/stock/members/list	Список участников торгов ММВБ с регистрационными номерами	russia, finances, stockmarket	RU	Массив данных	XLS														
Список маркет-мейкеров ММВБ	http://www.micex.ru/markets/stock/participation/marketmakers/178	Список маркет-мейкеров ММВБ	russia, finances, stockmarket	RU	Массив данных	XLS														
Список ценных бумаг, допущенных к торгам в ЗАО «ФБ ММВБ»	http://www.micex.ru/markets/stock/securities/current_list	Список ценных бумаг, допущенных к торгам в ЗАО «ФБ ММВБ»	russia, finances, stockmarket	RU	Массив данных	DBF														
Список эмитентов ММВБ	http://www.micex.ru/markets/stock/emitents_info/list	Список эмитентов ММВБ	russia, finances, stockmarket	RU	Массив данных	HTML(table), JSON														
Архив базисных цен ММВБ	http://www.micex.ru/markets/futures/stock_derivatives/today	Архив базисных цен ММВБ	russia, finances, stockmarket	RU	Массив данных	CSV														
Пользователи S.W.I.F.T. Российской Федерации	http://www.swift.ru/index.php?n=1&f=10	Пользователи S.W.I.F.T. Российской Федерации	russia, finances	RU	Массив данных	HTML(table)														
Fedex Web Services	http://fedex.com/us/developer/index.html	Fedex Web Services	delivery	EN	API	XML														
Определение геопозиции по почтовому индексу	http://trac.enotpoiskun.ru/wiki/Geposition_by_postcode	Определение геопозиции по почтовому индексу	russia, geo, geotagging, postcode	RU	API	XML														
Geonames data	http://download.geonames.org/export/dump/	Geonames data	geo	EN	Массив данных	CSV														
Geonames postal codes	http://download.geonames.org/export/zip/	US and world postal codes	geo, postcode	EN	Массив данных	CSV														
Geonames web services	http://www.geonames.org/export/web-services.html	Online access to geonames databases of geolocations and postal codes	geo, postcode, api	EN	API	REST, XML, JSON														
AOT.RU - морфологические словари	http://www.aot.ru/download.php	AOT.RU - морфологические словари	russia, lingvistic	RU	Массив данных															
БобрДобр - API	http://bobrdobr.ru/api.html	БобрДобр - API	russia, social, api	RU	API	XML														
API видеохостинга Smotri.com	http://api.smotri.com/wiki	API видеохостинга Smotri.com	russia, social, video, api	RU	API	XML,JSON														
API музыкального сервиса LastFm.Ru	http://www.lastfm.ru/api	API музыкального сервиса LastFm.Ru	"russia, social, music, api"	RU	API	XML														
RuTube API для видеохостинга	http://rutube.ru/partners/api.html	RuTube API для видеохостинга	russia, social, video, api	RU	API	JS														
API для партнёров регистратора доменов Reg.Ru	http://www.reg.ru/reseller/API	API для партнёров регистратора доменов Reg.Ru	russia, internet, domains, api	RU	API															
Tagoo XML API	http://tagoo.ru/webmaster.php?mode=xml_api	XML API для сервиса Tagoo	russia, search, api	RU	API	XML														
Tagoo AJAX API	http://tagoo.ru/webmaster.php?mode=json_api	AJAX API для сервиса Tagoo	russia, search, api	RU	API	JSON														
Напиши.Ру - API для отправки SMS	http://www.napishi.ru/interface.asp	Напиши.Ру - API для отправки SMS	russia, sms, api	RU	API	XML														
API для рекламной системы Бегун	http://my.begun.ru/agency/api.reg.new.phtml	API для рекламной системы Бегун - для работы агенств и только по предварительной регистрации	russia, advertizement, api	RU	API	XML														
API хостинга фотографий Фламбер.Ру	http://flamber.ru/services/api	API хостинга фотографий Фламбер.Ру	russia, api, photo	RU	API	XML, REST														
Сервис меток времени timemarker.org	http://timemarker.org/ru/Documentation.aspx?article=api	Сервис меток времени timemarker.org	russia, api, security	RU	API	XML														
Smart-IP API	http://smart-ip.net/api/	Сервис извлечения информации об IP адресах	russia, internet, api	RU	API	JS														
Программный доступ биржи ссылок LinkFeed	http://api.linkfeed.ru/	Программный доступ биржи ссылок LinkFeed	russia, advertizement, api	RU	API	SOAP, WSDL, XML														
WIP Mania база IP адресов	http://www.wipmania.com/ru/base/	База IP адресов в привязке к геокоординатам	russia, geo, geotagging, ip	RU	Массив данных	CIDR, SQL, TXT														
WIP Mania сервисы	http://www.wipmania.com/ru/api/	Сервис определения геопозиции IP адреса	russia, api, geo, geotagging, ip	RU	API															
API онлайн сервиса фотографий Fishup	http://www.fishup.ru/developer/api/	API онлайн сервиса фотографий Fishup	russia, photo, api	RU	API	JSON														
Сервис работы с фотографиями IMGSRC.RU	http://imgsrc.ru/cli/develop.php	Сервис работы с фотографиями IMGSRC.RU	russia, photo, api	RU	API	XML														
Программные интерфейсы платежной системы INOCard	http://www.ino.ru/Public/Info/Seller.aspx	Программные интерфейсы платежной системы INOCard	russia, payment, api	RU	API	XML														
API для подключения к платёжному сервису assist.ru	http://assist.ru/support_center/setup/docs_and_prog.htm	API для подключения к платёжному сервису assist.ru	russia, payment, api	RU	API	XML														
Курсы валют Агропромбанка	http://www.agroprombank.com/?id=199	Курсы валют Агропромбанка в формате XML	russia, finances, api	RU	API	XML														
Справочник БИК РБ	http://www.nbrb.by/payment/	Справочник БИК РБ	belorussia, finances	RU	Массив данных	XLS														
Действующие банки Республики Белоруссия	http://www.nbrb.by/system/banks.asp	Действующие банки Республики Белоруссия	belorussia, finances	RU	Массив данных	HTML(table)														
Получение официальных курсов валют, устанавливаемых Нацбанком РБ, используя XML	http://www.nbrb.by/statistics/Rates/XML/	Получение официальных курсов валют, устанавливаемых Нацбанком РБ, используя XML	belorussia, finances	RU	API	XML														
Веб–сервис для получения официальных курсов валют, устанавливаемых Нацбанком РБ	http://www.nbrb.by/statistics/Rates/webservice/	Веб–сервис для получения официальных курсов валют, устанавливаемых Нацбанком РБ	belorussia, finances	RU	API	XML, SOAP														
Реестр адвокатов Московской области	http://www.mosoblreg.ru/ru/notariat/reestr.php	Реестр адвокатов Московской области	russia, legal	RU	Массив данных	DOC														
Реестр нотариусов Московской области	http://www.mosoblreg.ru/ru/notariat/reestrnot.php	Реестр нотариусов Московской области	russia, legal	RU	Массив данных	DOC														
Список нотариусов Кабардино-Балкарской Республики	http://rosreg-kbr.ru/notreestr.htm	Список нотариусов Кабардино-Балкарской Республики	russia, legal	RU	Массив данных	HTML(table)														
База данных частнопрактикующих нотариусов России 	http://www.notary.ru/notary/search.php	База данных частнопрактикующих нотариусов России 	russia, legal	RU	Форма поиска	HTML														
База нотариальных палат субъектов РФ	http://www.notary.ru/notary/bd.php	База нотариальных палат субъектов РФ	russia, legal	RU	Массив данных	HTML(table)														
Экспорт данных фондового рынка с сайта ФИНАМ	http://www.finam.ru/analysis/export/default.asp	Экспорт данных фондового рынка с сайта ФИНАМ	russia, stockmarket, finances	RU	Массив данных	Omega, Metastock, HTML(table)														
TheInfo.org - for people with large data sets	http://theinfo.org/	Большая подборка ресурсов и материалов по большим выборкам данных	datasets	EN	Каталог ссылок															
"Datamod. Public data put to good use. "	http://datamob.org/	"Datamod. Public data put to good use. "	datasets	EN	Каталог ссылок															
"TrustLet - Repositories of datasets"	http://www.trustlet.org/wiki/Repositories_of_datasets	"TrustLet - Repositories of datasets"	datasets	EN	Каталог ссылок															
Stanford Web Matrix	http://kamvar.org/personalization#	Stanford Web Matrix by Sep Kamvar	datasets, web	EN	Массив данных	Mathlab														
Datasets of openeconomics.net	http://www.openeconomics.net/store/	Datasets of openeconomics.net	datasets, economics, history	EN	Каталог массивов данных	CSV														
Портал информационного взаимодействия Санкт-Петербурга	http://portal.iac.spb.ru/	Портал информационного взаимодействия Санкт-Петербурга	russia, government	RU	Каталог массивов данных	DBF														
DEF-коды сотовых операторов	http://www.rt.ru/help-info/mh/	DEF-коды сотовых операторов	russia, phone	RU	Массив данных	XLS														
Общероссийский классификатор объектов административно-территориального деления (ОКАТО)	http://www.fomsrt.ru/NSI/okato	Общероссийский классификатор объектов административно-территориального деления (ОКАТО)	russia	RU	Массив данных	DBF														
Справочник категорий граждан, имеющих право на ГСП	http://www.fomsrt.ru/NSI/KGSP	Справочник категорий граждан, имеющих право на ГСП	russia, government, medicine	RU	Массив данных	DBF														
Справочник медицинских специальностей	http://www.fomsrt.ru/NSI/SMS	Справочник медицинских специальностей	russia, government, medicine	RU	Массив данных	DBF														
Справочник врачебных (медицинских) должностей	http://www.fomsrt.ru/NSI/SVD	Справочник врачебных (медицинских) должностей	russia, government, medicine	RU	Массив данных	DBF														
Информация о погоде от Gismeteo - в XML	http://informer.gismeteo.ru/	Информация о погоде от Gismeteo - в XML	russia, weather	RU	API	XML														
Сведения о получении и рассмотрении жалоб Рособоронзаказа	http://zhaloby-gz.fas.gov.ru/roz/	Сведения о получении и рассмотрении жалоб Рособоронзаказа	russia, government, procurement	RU	Форма поиска	HTML														
Справочник КБК на 2009 год	http://www.buhsoft.ru/?title=pressa/34/at.php	Справочник КБК на 2009 год	russia, finances	RU	Массив данных	XLS														
База предприятий банкротов на сайте арбитражного суда г. Москва	http://msk.arbitr.ru/info/bankrupt	База предприятий банкротов на сайте арбитражного суда г. Москва	russia, legal, government	RU	Форма поиска	HTML														
Поиск предприятий банкротов	http://www.ur-listok.ru/ManagerSearch.aspx	Поиск предприятий банкротов	russia, legal	RU	Форма поиска	HTML														
Объявления о несостоятельности	http://www.kommersant.ru/bankruptcy/	Объявления о несостоятельности	russia, legal, government	RU	Массив данных	HTML(table)														
Сведения из сводного государственного реестра арбитражных управляющих	http://www.rosregistr.ru/index.php?menu=4005150500	Сведения из сводного государственного реестра арбитражных управляющих	russia, legal, government	RU	Форма поиска	HTML														
Сведения об исключении из сводного государственного реестра арбитражных управляющих	http://www.rosregistr.ru/index.php?menu=4005150700	Сведения об исключении из сводного государственного реестра арбитражных управляющих	russia, legal, government	RU	Форма поиска	HTML														
Сведения о состоявшихся утверждениях арбитражных управляющих	http://www.rosregistr.ru/index.php?menu=4005151000	Сведения о состоявшихся утверждениях арбитражных управляющих	russia, legal, government	RU	Форма поиска	HTML														
Сведения о поступивших жалобах на действия членов саморегулируемой организации и об итогах рассмотрения таких жалоб	http://www.rosregistr.ru/index.php?menu=4005151500	Сведения о поступивших жалобах на действия членов саморегулируемой организации и об итогах рассмотрения таких жалоб	russia, legal, government	RU	Форма поиска	HTML														
Сведения из единого государственного реестра саморегулируемых организаций арбитражных управляющих	http://www.rosregistr.ru/index.php?menu=4005100000	Сведения из единого государственного реестра саморегулируемых организаций арбитражных управляющих	russia, legal, government	RU	Массив данных	HTML(table)														
ПЕРЕЧЕНЬ лицензированных лечебно-профилактических учреждений ФМБА	http://www.fmbaros.ru/struct/strpor.php?lpu=2	 ПЕРЕЧЕНЬ лицензированных лечебно-профилактических учреждений ФМБА	russia, medicine, government	RU	Массив данных	HTML(table)														
Федеральный перечень учебников утвержденный на 2008/2009 годы	http://mon.gov.ru/work/obr/dok/obs/4371/	Федеральный перечень учебников утвержденный на 2008/2009 годы	russia, education, government	RU	Массив данных	DOC														
Перечень участков недр федерального значения	http://www.mnr.gov.ru/part/?act=more&id=3320&pid=45	Перечень участков недр федерального значения	russia, government	RU	Массив данных	DOC														
Единый государственный реестр лотерей	http://www.nalog.ru/document.php?id=18581	Единый государственный реестр лотерей	russia, government	RU	Массив данных	DOC														
Реестр лицензий Министерства регионального развития Российской Федерации 	http://www.flc.ru/?id=28	Реестр лицензий Министерства регионального развития Российской Федерации 	russia, government	RU	Форма поиска	HTML														
Реестр конкурентоспособных ММП	http://www.marketcenter.ru/DataBase/catalog/	Реестр конкурентоспособных ММП	russia, business	RU	Массив данных	HTML(table)														
XML поиск gogo.ru	http://gogo.ru/help/xml_search.shtml	XML поиск gogo.ru	russia, search, api	RU	API	XML														
Формат метаописаний для обмена Интернет-ресурсами между горизонтальным и вертикальными порталами	http://www.edu.ru/files/catalog-xml.html	Формат метаописаний для обмена Интернет-ресурсами между горизонтальным и вертикальными порталами	russia, education, api	RU	API	XML														
FriendFeed API	http://friendfeed.com/api/	FriendFeed API	social, api	EN	API	XML														
Экспорт погоды в XML с сайта Гидрометцентра	http://www.meteoinfo.ru/xml-tech	Экспорт погоды в XML с сайта Гидрометцентра	russia, api, meteo	RU	API	XML														
Экспорт вакансий с сайта Работа.Ру	http://www.rabota.ru/help/#rssjsonphp	Экспорт вакансий с сайта Работа.Ру	russia, jobs, api	RU	API	XML, JSON, RSS														
Адресный реестр Волгограда и Волгоградской области	http://www.volgainfo.ru/07.asp	 Адресный реестр Волгограда и Волгоградской области	russia, geo, api, government	RU	API	SOAP, WSDL														
Статистика правонарушений на портале 112.ru	http://ps.112.ru/portal/dt?PortalMainContainer.setSelected=DefStatistics&last=false	Статистика правонарушений на портале 112.ru	russia, legal, government	RU	Форма поиска	HTML														
Реестр улиц города Смоленска	http://www.admcity.smolensk.ru/spravocn/streets/reestr_street.htm	Реестр улиц города Смоленска	russia, government, geo	RU	Массив данных	HTML(table)														
Маршруты транспорта г. Москва	http://yapriedu.ru/tat.php	Маршруты транспорта г. Москва	russia, transport	RU	Форма поиска	HTML														
Реестр улиц города Кирова	http://www.admkirov.ru/administration/architecture/streets/	Реестр улиц города Кирова	russia, government, geo	RU	Массив данных	DOC														
Реестр улиц города Хабаровска	http://www.khabarovskadm.ru/digital_khv/info/info/streets/index.php?ELEMENT_ID=2670	Реестр улиц города Хабаровска	russia, government, geo	RU	Массив данных	XLS														
Реестр улиц города Казани	http://www.uaig.kzn.ru/page3_5.htm	Реестр улиц города Казани	russia, government, geo	RU	Массив данных	XLS														
Справочник БИК республики Казахстан	http://www.nationalbank.kz/?uid=F5967B63-802C-E8F0-EBADC0DAF0D94728&docid=648	Справочник БИК республики Казахстан	kazakhstan, finances, government	RU	Массив данных	XLS														
Электронные справочники улиц и адресов «Адресного реестра города Петрозаводска»	http://www.petrozavodsk-mo.ru/petrozavodsk/gorod/addrspr.htm	Электронные справочники улиц и адресов «Адресного реестра города Петрозаводска» размещены согласно Постановлению Главы самоуправления г. Петрозаводска № 2652 от 20.10.2006	russia, geo, government	RU	Массив данных	XLS, DBF														
Реестр федеральных предприятий Росимущества	http://www.reestrrf.ru/	Реестр федеральных предприятий Росимущества	russia, government	RU	Форма поиска	HTML														
Расписания транспорта города Москвы на сайте МосТрансАвто	http://www.mostransavto.ru/?page=shed	Расписания транспорта города Москвы на сайте МосТрансАвто	russia, transport, moscow	RU	Форма поиска	HTML														
Реестр аттестованных агентов ГУП Мосритуал	http://www.mosritual.ru/katalog/products/attestovannye-agenty	Реестр аттестованных агентов ГУП Мосритуал	russia, moscow	RU	Массив данных	HTML(table)														
Кладбища Москвы	http://www.mosritual.ru/mesta-zahoronenija/	Кладбища Москвы	russia, moscow	RU	Массив данных	HTML(table)														
Крематории Москвы	http://www.mosritual.ru/mesta-zahoronenij/krematorii/	Крематории Москвы	russia, moscow	RU	Массив данных	HTML(table)														
